"player","points","cells","social_info","unique_rounds","env_number","gempresent","round","tot_points","gem","trial","cell","x","y","round_gem_found","gem_found","social_info_use","performance_group","performance_group_f"
1,9,12,8,1,5,0,1,730,0,1,11,3,1,NA,0,"ignore",3,"high"
1,-48,19,57,1,5,0,1,730,0,2,18,2,2,NA,0,"ignore",3,"high"
1,33,38,64,1,5,0,1,730,0,3,37,5,4,NA,0,"ignore",3,"high"
1,11,38,1,1,5,0,1,730,0,4,37,5,4,NA,0,"ignore",3,"high"
1,44,38,37,1,5,0,1,730,0,5,37,5,4,NA,0,"copy",3,"high"
1,43,38,36,1,5,0,1,730,0,6,37,5,4,NA,0,"ignore",3,"high"
1,44,38,28,1,5,0,1,730,0,7,37,5,4,NA,0,"ignore",3,"high"
1,17,38,29,1,5,0,1,730,0,8,37,5,4,NA,0,"ignore",3,"high"
1,43,38,43,1,5,0,1,730,0,9,37,5,4,NA,0,"ignore",3,"high"
1,12,38,44,1,5,0,1,730,0,10,37,5,4,NA,0,"ignore",3,"high"
1,20,38,35,1,5,0,1,730,0,11,37,5,4,NA,0,"ignore",3,"high"
1,34,38,52,1,5,0,1,730,0,12,37,5,4,NA,0,"ignore",3,"high"
1,40,38,45,1,5,0,1,730,0,13,37,5,4,NA,0,"ignore",3,"high"
1,36,38,45,1,5,0,1,730,0,14,37,5,4,NA,0,"ignore",3,"high"
1,4,38,45,1,5,0,1,730,0,15,37,5,4,NA,0,"ignore",3,"high"
1,-4,38,48,1,5,0,1,730,0,16,37,5,4,NA,0,"ignore",3,"high"
1,-6,28,31,1,5,0,1,730,0,17,27,3,3,NA,0,"ignore",3,"high"
1,52,29,31,1,5,0,1,730,0,18,28,4,3,NA,0,"ignore",3,"high"
1,49,29,36,1,5,0,1,730,0,19,28,4,3,NA,0,"ignore",3,"high"
1,50,29,36,1,5,0,1,730,0,20,28,4,3,NA,0,"ignore",3,"high"
1,49,29,36,1,5,0,1,730,0,21,28,4,3,NA,0,"ignore",3,"high"
1,51,29,36,1,5,0,1,730,0,22,28,4,3,NA,0,"ignore",3,"high"
1,49,29,36,1,5,0,1,730,0,23,28,4,3,NA,0,"ignore",3,"high"
1,48,29,36,1,5,0,1,730,0,24,28,4,3,NA,0,"ignore",3,"high"
1,50,29,36,1,5,0,1,730,0,25,28,4,3,NA,0,"ignore",3,"high"
1,-22,27,28,2,3,1,2,2079,0,1,26,2,3,19,1,"ignore",2,"medium"
1,-38,37,64,2,3,1,2,2079,0,2,36,4,4,19,1,"ignore",2,"medium"
1,-4,62,40,2,3,1,2,2079,0,3,61,5,7,19,1,"ignore",2,"medium"
1,-15,7,41,2,3,1,2,2079,0,4,6,6,0,19,1,"ignore",2,"medium"
1,-8,3,13,2,3,1,2,2079,0,5,2,2,0,19,1,"ignore",2,"medium"
1,25,11,8,2,3,1,2,2079,0,6,10,2,1,19,1,"ignore",2,"medium"
1,15,11,40,2,3,1,2,2079,0,7,10,2,1,19,1,"ignore",2,"medium"
1,31,11,40,2,3,1,2,2079,0,8,10,2,1,19,1,"ignore",2,"medium"
1,26,11,40,2,3,1,2,2079,0,9,10,2,1,19,1,"ignore",2,"medium"
1,18,11,40,2,3,1,2,2079,0,10,10,2,1,19,1,"ignore",2,"medium"
1,34,11,40,2,3,1,2,2079,0,11,10,2,1,19,1,"ignore",2,"medium"
1,31,11,40,2,3,1,2,2079,0,12,10,2,1,19,1,"ignore",2,"medium"
1,9,11,25,2,3,1,2,2079,0,13,10,2,1,19,1,"ignore",2,"medium"
1,-3,11,51,2,3,1,2,2079,0,14,10,2,1,19,1,"ignore",2,"medium"
1,51,25,44,2,3,1,2,2079,0,15,24,0,3,19,1,"ignore",2,"medium"
1,49,25,58,2,3,1,2,2079,0,16,24,0,3,19,1,"ignore",2,"medium"
1,56,25,57,2,3,1,2,2079,0,17,24,0,3,19,1,"ignore",2,"medium"
1,52,25,57,2,3,1,2,2079,0,18,24,0,3,19,1,"ignore",2,"medium"
1,254,58,57,2,3,1,2,2079,1,19,57,1,7,19,1,"copy",2,"medium"
1,250,58,57,2,3,1,2,2079,1,20,57,1,7,19,1,"copy",2,"medium"
1,265,58,57,2,3,1,2,2079,1,21,57,1,7,19,1,"copy",2,"medium"
1,263,58,57,2,3,1,2,2079,1,22,57,1,7,19,1,"copy",2,"medium"
1,252,58,57,2,3,1,2,2079,1,23,57,1,7,19,1,"copy",2,"medium"
1,242,58,57,2,3,1,2,2079,1,24,57,1,7,19,1,"copy",2,"medium"
1,246,58,58,2,3,1,2,2079,1,25,57,1,7,19,1,"ignore",2,"medium"
1,30,50,61,3,1,0,3,921,0,1,49,1,6,NA,0,"ignore",3,"high"
1,33,50,27,3,1,0,3,921,0,2,49,1,6,NA,0,"ignore",3,"high"
1,-37,28,31,3,1,0,3,921,0,3,27,3,3,NA,0,"ignore",3,"high"
1,38,50,38,3,1,0,3,921,0,4,49,1,6,NA,0,"ignore",3,"high"
1,47,50,39,3,1,0,3,921,0,5,49,1,6,NA,0,"ignore",3,"high"
1,28,50,47,3,1,0,3,921,0,6,49,1,6,NA,0,"ignore",3,"high"
1,34,50,14,3,1,0,3,921,0,7,49,1,6,NA,0,"ignore",3,"high"
1,47,50,11,3,1,0,3,921,0,8,49,1,6,NA,0,"ignore",3,"high"
1,51,50,11,3,1,0,3,921,0,9,49,1,6,NA,0,"ignore",3,"high"
1,33,50,11,3,1,0,3,921,0,10,49,1,6,NA,0,"ignore",3,"high"
1,51,50,11,3,1,0,3,921,0,11,49,1,6,NA,0,"ignore",3,"high"
1,26,50,11,3,1,0,3,921,0,12,49,1,6,NA,0,"ignore",3,"high"
1,21,50,11,3,1,0,3,921,0,13,49,1,6,NA,0,"ignore",3,"high"
1,40,50,11,3,1,0,3,921,0,14,49,1,6,NA,0,"ignore",3,"high"
1,39,50,11,3,1,0,3,921,0,15,49,1,6,NA,0,"ignore",3,"high"
1,45,50,11,3,1,0,3,921,0,16,49,1,6,NA,0,"ignore",3,"high"
1,34,50,11,3,1,0,3,921,0,17,49,1,6,NA,0,"ignore",3,"high"
1,33,50,11,3,1,0,3,921,0,18,49,1,6,NA,0,"ignore",3,"high"
1,53,12,11,3,1,0,3,921,0,19,11,3,1,NA,0,"copy",3,"high"
1,25,12,11,3,1,0,3,921,0,20,11,3,1,NA,0,"copy",3,"high"
1,49,2,11,3,1,0,3,921,0,21,1,1,0,NA,0,"ignore",3,"high"
1,51,2,11,3,1,0,3,921,0,22,1,1,0,NA,0,"ignore",3,"high"
1,49,2,11,3,1,0,3,921,0,23,1,1,0,NA,0,"ignore",3,"high"
1,50,2,11,3,1,0,3,921,0,24,1,1,0,NA,0,"ignore",3,"high"
1,51,2,11,3,1,0,3,921,0,25,1,1,0,NA,0,"ignore",3,"high"
1,17,39,27,4,8,1,4,602,0,1,38,6,4,NA,0,"ignore",2,"medium"
1,31,27,4,4,8,1,4,602,0,2,26,2,3,NA,0,"ignore",2,"medium"
1,20,4,39,4,8,1,4,602,0,3,3,3,0,NA,0,"ignore",2,"medium"
1,19,27,49,4,8,1,4,602,0,4,26,2,3,NA,0,"ignore",2,"medium"
1,23,49,49,4,8,1,4,602,0,5,48,0,6,NA,0,"ignore",2,"medium"
1,31,49,49,4,8,1,4,602,0,6,48,0,6,NA,0,"ignore",2,"medium"
1,27,49,49,4,8,1,4,602,0,7,48,0,6,NA,0,"ignore",2,"medium"
1,43,49,49,4,8,1,4,602,0,8,48,0,6,NA,0,"ignore",2,"medium"
1,31,49,49,4,8,1,4,602,0,9,48,0,6,NA,0,"ignore",2,"medium"
1,-49,60,49,4,8,1,4,602,0,10,59,3,7,NA,0,"ignore",2,"medium"
1,-8,44,49,4,8,1,4,602,0,11,43,3,5,NA,0,"ignore",2,"medium"
1,24,49,49,4,8,1,4,602,0,12,48,0,6,NA,0,"ignore",2,"medium"
1,24,49,14,4,8,1,4,602,0,13,48,0,6,NA,0,"ignore",2,"medium"
1,39,49,17,4,8,1,4,602,0,14,48,0,6,NA,0,"ignore",2,"medium"
1,-6,14,53,4,8,1,4,602,0,15,13,5,1,NA,0,"ignore",2,"medium"
1,26,17,7,4,8,1,4,602,0,16,16,0,2,NA,0,"ignore",2,"medium"
1,44,53,53,4,8,1,4,602,0,17,52,4,6,NA,0,"ignore",2,"medium"
1,27,53,53,4,8,1,4,602,0,18,52,4,6,NA,0,"ignore",2,"medium"
1,31,53,53,4,8,1,4,602,0,19,52,4,6,NA,0,"ignore",2,"medium"
1,26,53,49,4,8,1,4,602,0,20,52,4,6,NA,0,"ignore",2,"medium"
1,33,53,49,4,8,1,4,602,0,21,52,4,6,NA,0,"ignore",2,"medium"
1,25,53,49,4,8,1,4,602,0,22,52,4,6,NA,0,"ignore",2,"medium"
1,28,53,49,4,8,1,4,602,0,23,52,4,6,NA,0,"ignore",2,"medium"
1,50,49,49,4,8,1,4,602,0,24,48,0,6,NA,0,"ignore",2,"medium"
1,46,49,49,4,8,1,4,602,0,25,48,0,6,NA,0,"ignore",2,"medium"
1,4,30,16,5,9,1,5,1160,0,1,29,5,3,NA,0,"ignore",3,"high"
1,56,27,41,5,9,1,5,1160,0,2,26,2,3,NA,0,"ignore",3,"high"
1,62,27,5,5,9,1,5,1160,0,3,26,2,3,NA,0,"ignore",3,"high"
1,43,27,9,5,9,1,5,1160,0,4,26,2,3,NA,0,"ignore",3,"high"
1,38,27,9,5,9,1,5,1160,0,5,26,2,3,NA,0,"ignore",3,"high"
1,43,27,9,5,9,1,5,1160,0,6,26,2,3,NA,0,"ignore",3,"high"
1,37,27,9,5,9,1,5,1160,0,7,26,2,3,NA,0,"ignore",3,"high"
1,42,27,9,5,9,1,5,1160,0,8,26,2,3,NA,0,"ignore",3,"high"
1,44,27,9,5,9,1,5,1160,0,9,26,2,3,NA,0,"ignore",3,"high"
1,61,27,16,5,9,1,5,1160,0,10,26,2,3,NA,0,"ignore",3,"high"
1,41,27,16,5,9,1,5,1160,0,11,26,2,3,NA,0,"ignore",3,"high"
1,51,27,16,5,9,1,5,1160,0,12,26,2,3,NA,0,"ignore",3,"high"
1,39,27,16,5,9,1,5,1160,0,13,26,2,3,NA,0,"ignore",3,"high"
1,58,27,16,5,9,1,5,1160,0,14,26,2,3,NA,0,"ignore",3,"high"
1,42,27,16,5,9,1,5,1160,0,15,26,2,3,NA,0,"ignore",3,"high"
1,58,27,45,5,9,1,5,1160,0,16,26,2,3,NA,0,"ignore",3,"high"
1,38,27,20,5,9,1,5,1160,0,17,26,2,3,NA,0,"ignore",3,"high"
1,51,27,1,5,9,1,5,1160,0,18,26,2,3,NA,0,"ignore",3,"high"
1,52,27,7,5,9,1,5,1160,0,19,26,2,3,NA,0,"ignore",3,"high"
1,45,27,16,5,9,1,5,1160,0,20,26,2,3,NA,0,"ignore",3,"high"
1,56,27,16,5,9,1,5,1160,0,21,26,2,3,NA,0,"ignore",3,"high"
1,61,27,39,5,9,1,5,1160,0,22,26,2,3,NA,0,"ignore",3,"high"
1,57,27,60,5,9,1,5,1160,0,23,26,2,3,NA,0,"ignore",3,"high"
1,44,27,35,5,9,1,5,1160,0,24,26,2,3,NA,0,"ignore",3,"high"
1,37,27,16,5,9,1,5,1160,0,25,26,2,3,NA,0,"ignore",3,"high"
1,26,29,11,6,6,1,6,5962,0,1,28,4,3,3,1,"ignore",3,"high"
1,22,27,34,6,6,1,6,5962,0,2,26,2,3,3,1,"ignore",3,"high"
1,246,21,54,6,6,1,6,5962,1,3,20,4,2,3,1,"ignore",3,"high"
1,267,21,44,6,6,1,6,5962,1,4,20,4,2,3,1,"ignore",3,"high"
1,271,21,22,6,6,1,6,5962,1,5,20,4,2,3,1,"ignore",3,"high"
1,253,21,20,6,6,1,6,5962,1,6,20,4,2,3,1,"copy",3,"high"
1,265,21,20,6,6,1,6,5962,1,7,20,4,2,3,1,"copy",3,"high"
1,250,21,20,6,6,1,6,5962,1,8,20,4,2,3,1,"copy",3,"high"
1,245,21,20,6,6,1,6,5962,1,9,20,4,2,3,1,"copy",3,"high"
1,258,21,20,6,6,1,6,5962,1,10,20,4,2,3,1,"copy",3,"high"
1,254,21,20,6,6,1,6,5962,1,11,20,4,2,3,1,"copy",3,"high"
1,260,21,20,6,6,1,6,5962,1,12,20,4,2,3,1,"copy",3,"high"
1,265,21,20,6,6,1,6,5962,1,13,20,4,2,3,1,"copy",3,"high"
1,269,21,20,6,6,1,6,5962,1,14,20,4,2,3,1,"copy",3,"high"
1,246,21,20,6,6,1,6,5962,1,15,20,4,2,3,1,"copy",3,"high"
1,268,21,20,6,6,1,6,5962,1,16,20,4,2,3,1,"copy",3,"high"
1,257,21,20,6,6,1,6,5962,1,17,20,4,2,3,1,"copy",3,"high"
1,263,21,20,6,6,1,6,5962,1,18,20,4,2,3,1,"copy",3,"high"
1,251,21,20,6,6,1,6,5962,1,19,20,4,2,3,1,"copy",3,"high"
1,271,21,20,6,6,1,6,5962,1,20,20,4,2,3,1,"copy",3,"high"
1,264,21,20,6,6,1,6,5962,1,21,20,4,2,3,1,"copy",3,"high"
1,243,21,20,6,6,1,6,5962,1,22,20,4,2,3,1,"copy",3,"high"
1,248,21,20,6,6,1,6,5962,1,23,20,4,2,3,1,"copy",3,"high"
1,255,21,20,6,6,1,6,5962,1,24,20,4,2,3,1,"copy",3,"high"
1,245,21,20,6,6,1,6,5962,1,25,20,4,2,3,1,"copy",3,"high"
1,-1,28,64,7,2,0,7,820,0,1,27,3,3,NA,0,"ignore",3,"high"
1,-20,1,57,7,2,0,7,820,0,2,0,0,0,NA,0,"ignore",3,"high"
1,55,42,8,7,2,0,7,820,0,3,41,1,5,NA,0,"ignore",3,"high"
1,14,42,8,7,2,0,7,820,0,4,41,1,5,NA,0,"ignore",3,"high"
1,48,42,8,7,2,0,7,820,0,5,41,1,5,NA,0,"ignore",3,"high"
1,20,42,21,7,2,0,7,820,0,6,41,1,5,NA,0,"ignore",3,"high"
1,45,42,21,7,2,0,7,820,0,7,41,1,5,NA,0,"ignore",3,"high"
1,45,42,21,7,2,0,7,820,0,8,41,1,5,NA,0,"ignore",3,"high"
1,56,42,21,7,2,0,7,820,0,9,41,1,5,NA,0,"ignore",3,"high"
1,54,42,21,7,2,0,7,820,0,10,41,1,5,NA,0,"ignore",3,"high"
1,45,42,21,7,2,0,7,820,0,11,41,1,5,NA,0,"ignore",3,"high"
1,29,42,21,7,2,0,7,820,0,12,41,1,5,NA,0,"ignore",3,"high"
1,19,42,18,7,2,0,7,820,0,13,41,1,5,NA,0,"ignore",3,"high"
1,36,42,18,7,2,0,7,820,0,14,41,1,5,NA,0,"ignore",3,"high"
1,31,42,18,7,2,0,7,820,0,15,41,1,5,NA,0,"ignore",3,"high"
1,28,42,18,7,2,0,7,820,0,16,41,1,5,NA,0,"ignore",3,"high"
1,22,42,18,7,2,0,7,820,0,17,41,1,5,NA,0,"ignore",3,"high"
1,31,42,21,7,2,0,7,820,0,18,41,1,5,NA,0,"ignore",3,"high"
1,49,42,21,7,2,0,7,820,0,19,41,1,5,NA,0,"ignore",3,"high"
1,22,42,21,7,2,0,7,820,0,20,41,1,5,NA,0,"ignore",3,"high"
1,36,42,21,7,2,0,7,820,0,21,41,1,5,NA,0,"ignore",3,"high"
1,55,42,21,7,2,0,7,820,0,22,41,1,5,NA,0,"ignore",3,"high"
1,48,42,21,7,2,0,7,820,0,23,41,1,5,NA,0,"ignore",3,"high"
1,13,42,21,7,2,0,7,820,0,24,41,1,5,NA,0,"ignore",3,"high"
1,40,42,21,7,2,0,7,820,0,25,41,1,5,NA,0,"ignore",3,"high"
1,-20,38,31,8,3,0,8,650,0,1,37,5,4,NA,0,"ignore",3,"high"
1,-21,34,29,8,3,0,8,650,0,2,33,1,4,NA,0,"ignore",3,"high"
1,-16,32,44,8,3,0,8,650,0,3,31,7,3,NA,0,"ignore",3,"high"
1,42,60,44,8,3,0,8,650,0,4,59,3,7,NA,0,"ignore",3,"high"
1,0,60,44,8,3,0,8,650,0,5,59,3,7,NA,0,"ignore",3,"high"
1,21,60,44,8,3,0,8,650,0,6,59,3,7,NA,0,"ignore",3,"high"
1,3,60,47,8,3,0,8,650,0,7,59,3,7,NA,0,"ignore",3,"high"
1,37,58,47,8,3,0,8,650,0,8,57,1,7,NA,0,"ignore",3,"high"
1,35,58,6,8,3,0,8,650,0,9,57,1,7,NA,0,"ignore",3,"high"
1,34,58,19,8,3,0,8,650,0,10,57,1,7,NA,0,"ignore",3,"high"
1,36,58,19,8,3,0,8,650,0,11,57,1,7,NA,0,"ignore",3,"high"
1,36,58,19,8,3,0,8,650,0,12,57,1,7,NA,0,"ignore",3,"high"
1,37,58,19,8,3,0,8,650,0,13,57,1,7,NA,0,"ignore",3,"high"
1,38,58,44,8,3,0,8,650,0,14,57,1,7,NA,0,"ignore",3,"high"
1,36,58,44,8,3,0,8,650,0,15,57,1,7,NA,0,"ignore",3,"high"
1,35,58,44,8,3,0,8,650,0,16,57,1,7,NA,0,"ignore",3,"high"
1,34,58,44,8,3,0,8,650,0,17,57,1,7,NA,0,"ignore",3,"high"
1,37,58,44,8,3,0,8,650,0,18,57,1,7,NA,0,"ignore",3,"high"
1,35,58,44,8,3,0,8,650,0,19,57,1,7,NA,0,"ignore",3,"high"
1,34,58,44,8,3,0,8,650,0,20,57,1,7,NA,0,"ignore",3,"high"
1,36,58,44,8,3,0,8,650,0,21,57,1,7,NA,0,"ignore",3,"high"
1,37,58,44,8,3,0,8,650,0,22,57,1,7,NA,0,"ignore",3,"high"
1,34,58,44,8,3,0,8,650,0,23,57,1,7,NA,0,"ignore",3,"high"
1,36,58,44,8,3,0,8,650,0,24,57,1,7,NA,0,"ignore",3,"high"
1,34,58,44,8,3,0,8,650,0,25,57,1,7,NA,0,"ignore",3,"high"
1,49,35,22,9,2,1,9,1242,0,1,34,2,4,NA,0,"ignore",3,"high"
1,51,35,35,9,2,1,9,1242,0,2,34,2,4,NA,0,"ignore",3,"high"
1,49,35,37,9,2,1,9,1242,0,3,34,2,4,NA,0,"ignore",3,"high"
1,49,35,52,9,2,1,9,1242,0,4,34,2,4,NA,0,"ignore",3,"high"
1,49,35,19,9,2,1,9,1242,0,5,34,2,4,NA,0,"ignore",3,"high"
1,51,35,34,9,2,1,9,1242,0,6,34,2,4,NA,0,"copy",3,"high"
1,50,35,34,9,2,1,9,1242,0,7,34,2,4,NA,0,"copy",3,"high"
1,50,35,34,9,2,1,9,1242,0,8,34,2,4,NA,0,"copy",3,"high"
1,51,35,34,9,2,1,9,1242,0,9,34,2,4,NA,0,"copy",3,"high"
1,49,35,34,9,2,1,9,1242,0,10,34,2,4,NA,0,"copy",3,"high"
1,49,35,34,9,2,1,9,1242,0,11,34,2,4,NA,0,"copy",3,"high"
1,50,35,34,9,2,1,9,1242,0,12,34,2,4,NA,0,"copy",3,"high"
1,51,35,34,9,2,1,9,1242,0,13,34,2,4,NA,0,"copy",3,"high"
1,49,35,34,9,2,1,9,1242,0,14,34,2,4,NA,0,"copy",3,"high"
1,51,35,34,9,2,1,9,1242,0,15,34,2,4,NA,0,"copy",3,"high"
1,50,35,34,9,2,1,9,1242,0,16,34,2,4,NA,0,"copy",3,"high"
1,49,35,34,9,2,1,9,1242,0,17,34,2,4,NA,0,"copy",3,"high"
1,48,35,34,9,2,1,9,1242,0,18,34,2,4,NA,0,"copy",3,"high"
1,49,35,34,9,2,1,9,1242,0,19,34,2,4,NA,0,"copy",3,"high"
1,51,35,34,9,2,1,9,1242,0,20,34,2,4,NA,0,"copy",3,"high"
1,48,35,34,9,2,1,9,1242,0,21,34,2,4,NA,0,"copy",3,"high"
1,48,35,34,9,2,1,9,1242,0,22,34,2,4,NA,0,"copy",3,"high"
1,52,35,34,9,2,1,9,1242,0,23,34,2,4,NA,0,"copy",3,"high"
1,48,35,34,9,2,1,9,1242,0,24,34,2,4,NA,0,"copy",3,"high"
1,51,35,34,9,2,1,9,1242,0,25,34,2,4,NA,0,"copy",3,"high"
1,23,28,28,10,5,1,10,753,0,1,27,3,3,NA,0,"ignore",2,"medium"
1,-16,12,14,10,5,1,10,753,0,2,11,3,1,NA,0,"ignore",2,"medium"
1,-8,44,10,10,5,1,10,753,0,3,43,3,5,NA,0,"ignore",2,"medium"
1,50,46,10,10,5,1,10,753,0,4,45,5,5,NA,0,"ignore",2,"medium"
1,40,46,10,10,5,1,10,753,0,5,45,5,5,NA,0,"ignore",2,"medium"
1,26,46,10,10,5,1,10,753,0,6,45,5,5,NA,0,"ignore",2,"medium"
1,17,46,10,10,5,1,10,753,0,7,45,5,5,NA,0,"ignore",2,"medium"
1,17,46,10,10,5,1,10,753,0,8,45,5,5,NA,0,"ignore",2,"medium"
1,16,46,53,10,5,1,10,753,0,9,45,5,5,NA,0,"ignore",2,"medium"
1,37,46,30,10,5,1,10,753,0,10,45,5,5,NA,0,"ignore",3,"high"
1,34,46,43,10,5,1,10,753,0,11,45,5,5,NA,0,"ignore",3,"high"
1,13,46,26,10,5,1,10,753,0,12,45,5,5,NA,0,"ignore",3,"high"
1,28,46,26,10,5,1,10,753,0,13,45,5,5,NA,0,"ignore",3,"high"
1,49,46,12,10,5,1,10,753,0,14,45,5,5,NA,0,"ignore",3,"high"
1,55,46,63,10,5,1,10,753,0,15,45,5,5,NA,0,"ignore",3,"high"
1,49,46,63,10,5,1,10,753,0,16,45,5,5,NA,0,"ignore",3,"high"
1,54,46,63,10,5,1,10,753,0,17,45,5,5,NA,0,"ignore",3,"high"
1,43,46,63,10,5,1,10,753,0,18,45,5,5,NA,0,"ignore",3,"high"
1,19,46,63,10,5,1,10,753,0,19,45,5,5,NA,0,"ignore",3,"high"
1,21,46,63,10,5,1,10,753,0,20,45,5,5,NA,0,"ignore",3,"high"
1,31,46,63,10,5,1,10,753,0,21,45,5,5,NA,0,"ignore",3,"high"
1,35,46,63,10,5,1,10,753,0,22,45,5,5,NA,0,"ignore",3,"high"
1,35,46,63,10,5,1,10,753,0,23,45,5,5,NA,0,"ignore",3,"high"
1,53,46,63,10,5,1,10,753,0,24,45,5,5,NA,0,"ignore",3,"high"
1,32,46,63,10,5,1,10,753,0,25,45,5,5,NA,0,"ignore",3,"high"
1,24,32,30,11,4,1,11,190,0,1,31,7,3,NA,0,"ignore",1,"low"
1,-12,25,30,11,4,1,11,190,0,2,24,0,3,NA,0,"ignore",1,"low"
1,-8,34,30,11,4,1,11,190,0,3,33,1,4,NA,0,"ignore",1,"low"
1,-54,36,30,11,4,1,11,190,0,4,35,3,4,NA,0,"ignore",1,"low"
1,-37,28,30,11,4,1,11,190,0,5,27,3,3,NA,0,"ignore",1,"low"
1,-22,30,30,11,4,1,11,190,0,6,29,5,3,NA,0,"ignore",1,"low"
1,-22,29,28,11,4,1,11,190,0,7,28,4,3,NA,0,"copy",1,"low"
1,-43,53,19,11,4,1,11,190,0,8,52,4,6,NA,0,"ignore",1,"low"
1,9,52,19,11,4,1,11,190,0,9,51,3,6,NA,0,"ignore",1,"low"
1,-22,51,19,11,4,1,11,190,0,10,50,2,6,NA,0,"ignore",1,"low"
1,34,32,35,11,4,1,11,190,0,11,31,7,3,NA,0,"ignore",1,"low"
1,24,32,36,11,4,1,11,190,0,12,31,7,3,NA,0,"ignore",1,"low"
1,29,32,36,11,4,1,11,190,0,13,31,7,3,NA,0,"ignore",1,"low"
1,33,32,36,11,4,1,11,190,0,14,31,7,3,NA,0,"ignore",1,"low"
1,10,32,36,11,4,1,11,190,0,15,31,7,3,NA,0,"ignore",1,"low"
1,28,32,36,11,4,1,11,190,0,16,31,7,3,NA,0,"ignore",1,"low"
1,21,32,36,11,4,1,11,190,0,17,31,7,3,NA,0,"ignore",1,"low"
1,34,32,36,11,4,1,11,190,0,18,31,7,3,NA,0,"ignore",1,"low"
1,36,32,36,11,4,1,11,190,0,19,31,7,3,NA,0,"ignore",1,"low"
1,28,32,36,11,4,1,11,190,0,20,31,7,3,NA,0,"ignore",1,"low"
1,31,32,36,11,4,1,11,190,0,21,31,7,3,NA,0,"ignore",1,"low"
1,33,32,36,11,4,1,11,190,0,22,31,7,3,NA,0,"ignore",1,"low"
1,16,32,36,11,4,1,11,190,0,23,31,7,3,NA,0,"ignore",1,"low"
1,12,32,36,11,4,1,11,190,0,24,31,7,3,NA,0,"ignore",1,"low"
1,8,32,36,11,4,1,11,190,0,25,31,7,3,NA,0,"ignore",1,"low"
1,-54,29,45,12,7,1,12,1202,0,1,28,4,3,NA,0,"ignore",3,"high"
1,-19,35,54,12,7,1,12,1202,0,2,34,2,4,NA,0,"ignore",3,"high"
1,54,52,46,12,7,1,12,1202,0,3,51,3,6,NA,0,"ignore",3,"high"
1,73,52,47,12,7,1,12,1202,0,4,51,3,6,NA,0,"ignore",3,"high"
1,67,52,48,12,7,1,12,1202,0,5,51,3,6,NA,0,"ignore",3,"high"
1,28,52,55,12,7,1,12,1202,0,6,51,3,6,NA,0,"ignore",3,"high"
1,74,52,39,12,7,1,12,1202,0,7,51,3,6,NA,0,"ignore",3,"high"
1,55,52,38,12,7,1,12,1202,0,8,51,3,6,NA,0,"ignore",3,"high"
1,56,52,30,12,7,1,12,1202,0,9,51,3,6,NA,0,"ignore",3,"high"
1,47,52,37,12,7,1,12,1202,0,10,51,3,6,NA,0,"ignore",3,"high"
1,41,52,53,12,7,1,12,1202,0,11,51,3,6,NA,0,"ignore",3,"high"
1,58,52,61,12,7,1,12,1202,0,12,51,3,6,NA,0,"ignore",3,"high"
1,50,52,52,12,7,1,12,1202,0,13,51,3,6,NA,0,"ignore",3,"high"
1,61,52,60,12,7,1,12,1202,0,14,51,3,6,NA,0,"ignore",3,"high"
1,66,52,60,12,7,1,12,1202,0,15,51,3,6,NA,0,"ignore",3,"high"
1,69,52,60,12,7,1,12,1202,0,16,51,3,6,NA,0,"ignore",3,"high"
1,61,52,60,12,7,1,12,1202,0,17,51,3,6,NA,0,"ignore",3,"high"
1,67,52,60,12,7,1,12,1202,0,18,51,3,6,NA,0,"ignore",3,"high"
1,39,52,60,12,7,1,12,1202,0,19,51,3,6,NA,0,"ignore",3,"high"
1,46,52,60,12,7,1,12,1202,0,20,51,3,6,NA,0,"ignore",3,"high"
1,58,52,60,12,7,1,12,1202,0,21,51,3,6,NA,0,"ignore",3,"high"
1,68,52,60,12,7,1,12,1202,0,22,51,3,6,NA,0,"ignore",3,"high"
1,57,52,60,12,7,1,12,1202,0,23,51,3,6,NA,0,"ignore",3,"high"
1,47,52,60,12,7,1,12,1202,0,24,51,3,6,NA,0,"ignore",3,"high"
1,33,52,60,12,7,1,12,1202,0,25,51,3,6,NA,0,"ignore",3,"high"
2,-11,29,28,13,2,1,1,39,0,1,28,4,3,14,1,"copy",1,"low"
2,-9,29,36,13,2,1,1,39,0,2,28,4,3,14,1,"ignore",1,"low"
2,15,42,29,13,2,1,1,39,0,3,41,1,5,14,1,"ignore",1,"low"
2,28,54,37,13,2,1,1,39,0,4,53,5,6,14,1,"ignore",1,"low"
2,20,11,11,13,2,1,1,39,0,5,10,2,1,14,1,"ignore",1,"low"
2,-16,15,51,13,2,1,1,39,0,6,14,6,1,14,1,"ignore",1,"low"
2,11,15,51,13,2,1,1,39,0,7,14,6,1,14,1,"ignore",1,"low"
2,51,52,51,13,2,1,1,39,0,8,51,3,6,14,1,"copy",1,"low"
2,-34,57,51,13,2,1,1,39,0,9,56,0,7,14,1,"ignore",1,"low"
2,-8,57,51,13,2,1,1,39,0,10,56,0,7,14,1,"ignore",1,"low"
2,-15,57,51,13,2,1,1,39,0,11,56,0,7,14,1,"ignore",1,"low"
2,-30,57,51,13,2,1,1,39,0,12,56,0,7,14,1,"ignore",1,"low"
2,-10,57,51,13,2,1,1,39,0,13,56,0,7,14,1,"ignore",1,"low"
