"player","points","cells","env_number","gempresent","round","tot_points","gem","cell","x","y"
17,-28,7,2,1,4,371,0,6,6,0
17,-36,26,2,1,4,371,0,25,1,3
17,-2,28,2,1,4,371,0,27,3,3
17,-39,11,2,1,4,371,0,10,2,1
17,44,1,2,1,4,371,0,0,0,0
17,48,9,2,1,4,371,0,8,0,1
17,-37,17,2,1,4,371,0,16,0,2
17,37,24,2,1,4,371,0,23,7,2
17,46,16,2,1,4,371,0,15,7,1
17,45,32,2,1,4,371,0,31,7,3
17,30,40,2,1,4,371,0,39,7,4
17,37,48,2,1,4,371,0,47,7,5
17,-23,56,2,1,4,371,0,55,7,6
17,-30,31,2,1,4,371,0,30,6,3
17,241,39,2,1,4,371,1,38,6,4
17,-18,46,2,1,4,371,0,45,5,5
17,38,38,2,1,4,371,0,37,5,4
17,-12,37,2,1,4,371,0,36,4,4
17,9,30,2,1,4,371,0,29,5,3
17,55,51,2,1,4,371,0,50,2,6
17,-35,42,2,1,4,371,0,41,1,5
17,-8,44,2,1,4,371,0,43,3,5
17,-49,43,2,1,4,371,0,42,2,5
17,36,59,2,1,4,371,0,58,2,7
17,30,60,4,1,5,231,0,59,3,7
17,-34,53,4,1,5,231,0,52,4,6
17,8,51,4,1,5,231,0,50,2,6
17,24,43,4,1,5,231,0,42,2,5
17,-45,35,4,1,5,231,0,34,2,4
17,3,45,4,1,5,231,0,44,4,5
17,58,58,4,1,5,231,0,57,1,7
17,6,48,4,1,5,231,0,47,7,5
17,1,48,4,1,5,231,0,47,7,5
17,32,48,4,1,5,231,0,47,7,5
17,16,31,4,1,5,231,0,30,6,3
17,46,20,4,1,5,231,0,19,3,2
17,19,14,4,1,5,231,0,13,5,1
17,-69,16,4,1,5,231,0,15,7,1
17,-28,16,4,1,5,231,0,15,7,1
17,249,10,4,1,5,231,1,9,1,1
17,-25,26,4,1,5,231,0,25,1,3
17,-6,26,4,1,5,231,0,25,1,3
17,47,4,4,1,5,231,0,3,3,0
17,-18,29,4,1,5,231,0,28,4,3
17,-14,29,4,1,5,231,0,28,4,3
17,-41,41,4,1,5,231,0,40,0,5
17,-41,41,4,1,5,231,0,40,0,5
17,-39,41,4,1,5,231,0,40,0,5
17,52,63,4,1,5,231,0,62,6,7
17,39,1,3,0,6,-292,0,0,0,0
17,-11,17,3,0,6,-292,0,16,0,2
17,-19,17,3,0,6,-292,0,16,0,2
17,-60,17,3,0,6,-292,0,16,0,2
17,-30,17,3,0,6,-292,0,16,0,2
17,-23,17,3,0,6,-292,0,16,0,2
17,-34,17,3,0,6,-292,0,16,0,2
17,-24,17,3,0,6,-292,0,16,0,2
17,20,35,3,0,6,-292,0,34,2,4
17,-23,39,3,0,6,-292,0,38,6,4
17,-63,27,3,0,6,-292,0,26,2,3
17,-49,27,3,0,6,-292,0,26,2,3
17,-52,51,3,0,6,-292,0,50,2,6
17,47,36,3,0,6,-292,0,35,3,4
17,-23,37,3,0,6,-292,0,36,4,4
17,42,34,3,0,6,-292,0,33,1,4
17,-31,41,3,0,6,-292,0,40,0,5
17,-30,14,3,0,6,-292,0,13,5,1
17,73,28,3,0,6,-292,0,27,3,3
17,-12,20,3,0,6,-292,0,19,3,2
17,-37,29,3,0,6,-292,0,28,4,3
17,17,45,3,0,6,-292,0,44,4,5
17,-55,53,3,0,6,-292,0,52,4,6
17,18,46,3,0,6,-292,0,45,5,5
17,28,44,3,0,6,-292,0,43,3,5
17,-19,14,3,0,7,-520,0,13,5,1
17,69,28,3,0,7,-520,0,27,3,3
17,-36,29,3,0,7,-520,0,28,4,3
17,21,35,3,0,7,-520,0,34,2,4
17,-71,27,3,0,7,-520,0,26,2,3
17,-2,20,3,0,7,-520,0,19,3,2
17,-36,53,3,0,7,-520,0,52,4,6
17,-66,53,3,0,7,-520,0,52,4,6
17,-43,53,3,0,7,-520,0,52,4,6
17,-46,53,3,0,7,-520,0,52,4,6
17,-40,53,3,0,7,-520,0,52,4,6
17,-66,53,3,0,7,-520,0,52,4,6
17,-49,53,3,0,7,-520,0,52,4,6
17,-44,53,3,0,7,-520,0,52,4,6
17,7,40,3,0,7,-520,0,39,7,4
17,-36,31,3,0,7,-520,0,30,6,3
17,-50,56,3,0,7,-520,0,55,7,6
17,60,38,3,0,7,-520,0,37,5,4
17,-22,37,3,0,7,-520,0,36,4,4
17,-52,39,3,0,7,-520,0,38,6,4
17,-46,32,3,0,7,-520,0,31,7,3
17,49,42,3,0,7,-520,0,41,1,5
17,-26,41,3,0,7,-520,0,40,0,5
17,60,34,3,0,7,-520,0,33,1,4
17,-36,26,3,0,7,-520,0,25,1,3
17,20,51,1,0,8,-52,0,50,2,6
17,21,44,1,0,8,-52,0,43,3,5
17,45,37,1,0,8,-52,0,36,4,4
17,-3,30,1,0,8,-52,0,29,5,3
17,7,58,1,0,8,-52,0,57,1,7
17,-22,43,1,0,8,-52,0,42,2,5
17,-16,36,1,0,8,-52,0,35,3,4
17,-20,35,1,0,8,-52,0,34,2,4
17,-22,50,1,0,8,-52,0,49,1,6
17,-16,52,1,0,8,-52,0,51,3,6
17,46,45,1,0,8,-52,0,44,4,5
17,23,46,1,0,8,-52,0,45,5,5
17,-54,47,1,0,8,-52,0,46,6,5
17,-49,38,1,0,8,-52,0,37,5,4
17,-2,21,1,0,8,-52,0,20,4,2
17,-36,24,1,0,8,-52,0,23,7,2
17,-1,64,1,0,8,-52,0,63,7,7
17,-36,26,1,0,8,-52,0,25,1,3
17,34,41,1,0,8,-52,0,40,0,5
17,28,49,1,0,8,-52,0,48,0,6
17,14,57,1,0,8,-52,0,56,0,7
17,-4,25,1,0,8,-52,0,24,0,3
17,34,41,1,0,8,-52,0,40,0,5
17,-41,34,1,0,8,-52,0,33,1,4
17,-2,28,1,0,8,-52,0,27,3,3
17,-43,43,6,0,9,-47,0,42,2,5
17,27,46,6,0,9,-47,0,45,5,5
17,-34,38,6,0,9,-47,0,37,5,4
17,-34,39,6,0,9,-47,0,38,6,4
17,37,48,6,0,9,-47,0,47,7,5
17,-27,56,6,0,9,-47,0,55,7,6
17,-36,54,6,0,9,-47,0,53,5,6
17,-31,47,6,0,9,-47,0,46,6,5
17,-31,12,6,0,9,-47,0,11,3,1
17,27,18,6,0,9,-47,0,17,1,2
17,9,23,6,0,9,-47,0,22,6,2
17,37,22,6,0,9,-47,0,21,5,2
17,21,21,6,0,9,-47,0,20,4,2
17,-45,20,6,0,9,-47,0,19,3,2
17,63,24,6,0,9,-47,0,23,7,2
17,-36,31,6,0,9,-47,0,30,6,3
17,41,16,6,0,9,-47,0,15,7,1
17,-7,15,6,0,9,-47,0,14,6,1
17,13,14,6,0,9,-47,0,13,5,1
17,16,14,6,0,9,-47,0,13,5,1
17,-13,14,6,0,9,-47,0,13,5,1
17,7,14,6,0,9,-47,0,13,5,1
17,-8,14,6,0,9,-47,0,13,5,1
17,23,14,6,0,9,-47,0,13,5,1
17,-23,27,6,0,9,-47,0,26,2,3
17,2,50,5,1,10,416,0,49,1,6
17,-43,37,5,1,10,416,0,36,4,4
17,22,27,5,1,10,416,0,26,2,3
17,35,22,5,1,10,416,0,21,5,2
17,-51,40,5,1,10,416,0,39,7,4
17,-3,61,5,1,10,416,0,60,4,7
17,22,33,5,1,10,416,0,32,0,4
17,-19,11,5,1,10,416,0,10,2,1
17,-8,6,5,1,10,416,0,5,5,0
17,-26,16,5,1,10,416,0,15,7,1
17,31,18,5,1,10,416,0,17,1,2
17,54,25,5,1,10,416,0,24,0,3
17,30,57,5,1,10,416,0,56,0,7
17,-9,43,5,1,10,416,0,42,2,5
17,51,55,5,1,10,416,0,54,6,6
17,35,47,5,1,10,416,0,46,6,5
17,256,54,5,1,10,416,1,53,5,6
17,19,29,5,1,10,416,0,28,4,3
17,4,32,5,1,10,416,0,31,7,3
17,42,10,5,1,10,416,0,9,1,1
17,-5,34,5,1,10,416,0,33,1,4
17,-54,59,5,1,10,416,0,58,2,7
17,1,64,5,1,10,416,0,63,7,7
17,50,63,5,1,10,416,0,62,6,7
17,-20,24,5,1,10,416,0,23,7,2
17,-47,27,2,1,11,67,0,26,2,3
17,49,34,2,1,11,67,0,33,1,4
17,-37,8,2,1,11,67,0,7,7,0
17,34,24,2,1,11,67,0,23,7,2
17,29,23,2,1,11,67,0,22,6,2
17,-1,64,2,1,11,67,0,63,7,7
17,-38,55,2,1,11,67,0,54,6,6
17,39,48,2,1,11,67,0,47,7,5
17,46,51,2,1,11,67,0,50,2,6
17,-64,52,2,1,11,67,0,51,3,6
17,-59,52,2,1,11,67,0,51,3,6
17,-44,52,2,1,11,67,0,51,3,6
17,18,58,2,1,11,67,0,57,1,7
17,-11,57,2,1,11,67,0,56,0,7
17,-10,41,2,1,11,67,0,40,0,5
17,268,39,2,1,11,67,1,38,6,4
17,50,38,2,1,11,67,0,37,5,4
17,-34,46,2,1,11,67,0,45,5,5
17,-15,28,2,1,11,67,0,27,3,3
17,7,21,2,1,11,67,0,20,4,2
17,13,13,2,1,11,67,0,12,4,1
17,-43,11,2,1,11,67,0,10,2,1
17,-52,18,2,1,11,67,0,17,1,2
17,-37,17,2,1,11,67,0,16,0,2
17,6,62,2,1,11,67,0,61,5,7
17,-50,40,5,1,12,446,0,39,7,4
17,-36,36,5,1,12,446,0,35,3,4
17,-38,24,5,1,12,446,0,23,7,2
17,-30,16,5,1,12,446,0,15,7,1
17,15,19,5,1,12,446,0,18,2,2
17,11,50,5,1,12,446,0,49,1,6
17,-43,49,5,1,12,446,0,48,0,6
17,7,41,5,1,12,446,0,40,0,5
17,0,64,5,1,12,446,0,63,7,7
17,1,64,5,1,12,446,0,63,7,7
17,0,64,5,1,12,446,0,63,7,7
17,0,64,5,1,12,446,0,63,7,7
17,5,60,5,1,12,446,0,59,3,7
17,241,54,5,1,12,446,1,53,5,6
17,36,47,5,1,12,446,0,46,6,5
17,72,38,5,1,12,446,0,37,5,4
17,-58,46,5,1,12,446,0,45,5,5
17,-40,30,5,1,12,446,0,29,5,3
17,32,29,5,1,12,446,0,28,4,3
17,58,45,5,1,12,446,0,44,4,5
17,19,18,5,1,12,446,0,17,1,2
17,43,10,5,1,12,446,0,9,1,1
17,-22,7,5,1,12,446,0,6,6,0
17,-22,14,5,1,12,446,0,13,5,1
17,245,54,5,1,12,446,1,53,5,6
18,57,32,1,1,1,1115,0,31,7,3
18,15,38,1,1,1,1115,0,37,5,4
18,-6,28,1,1,1,1115,0,27,3,3
18,19,32,1,1,1,1115,0,31,7,3
18,35,40,1,1,1,1115,0,39,7,4
18,1,40,1,1,1,1115,0,39,7,4
18,43,24,1,1,1,1115,0,23,7,2
18,25,24,1,1,1,1115,0,23,7,2
18,33,24,1,1,1,1115,0,23,7,2
18,38,24,1,1,1,1115,0,23,7,2
18,34,24,1,1,1,1115,0,23,7,2
18,22,14,1,1,1,1115,0,13,5,1
18,260,44,1,1,1,1115,1,43,3,5
18,260,44,1,1,1,1115,1,43,3,5
18,260,44,1,1,1,1115,1,43,3,5
18,-33,55,1,1,1,1115,0,54,6,6
18,-39,47,1,1,1,1115,0,46,6,5
18,-28,52,1,1,1,1115,0,51,3,6
18,27,43,1,1,1,1115,0,42,2,5
18,-17,11,1,1,1,1115,0,10,2,1
18,36,4,1,1,1,1115,0,3,3,0
18,36,4,1,1,1,1115,0,3,3,0
18,-9,8,1,1,1,1115,0,7,7,0
18,7,26,1,1,1,1115,0,25,1,3
18,39,24,1,1,1,1115,0,23,7,2
18,-37,24,1,0,2,696,0,23,7,2
18,4,21,1,0,2,696,0,20,4,2
18,-10,30,1,0,2,696,0,29,5,3
18,-32,27,1,0,2,696,0,26,2,3
18,44,37,1,0,2,696,0,36,4,4
18,-62,20,1,0,2,696,0,19,3,2
18,54,37,1,0,2,696,0,36,4,4
18,56,37,1,0,2,696,0,36,4,4
18,59,37,1,0,2,696,0,36,4,4
18,42,37,1,0,2,696,0,36,4,4
18,43,37,1,0,2,696,0,36,4,4
18,58,37,1,0,2,696,0,36,4,4
18,42,37,1,0,2,696,0,36,4,4
18,42,37,1,0,2,696,0,36,4,4
18,46,37,1,0,2,696,0,36,4,4
18,-49,47,1,0,2,696,0,46,6,5
18,44,45,1,0,2,696,0,44,4,5
18,29,45,1,0,2,696,0,44,4,5
18,46,11,1,0,2,696,0,10,2,1
18,52,11,1,0,2,696,0,10,2,1
18,66,11,1,0,2,696,0,10,2,1
18,52,11,1,0,2,696,0,10,2,1
18,31,11,1,0,2,696,0,10,2,1
18,33,11,1,0,2,696,0,10,2,1
18,43,11,1,0,2,696,0,10,2,1
18,36,21,4,0,3,1023,0,20,4,2
18,49,29,4,0,3,1023,0,28,4,3
18,41,29,4,0,3,1023,0,28,4,3
18,46,29,4,0,3,1023,0,28,4,3
18,39,29,4,0,3,1023,0,28,4,3
18,33,21,4,0,3,1023,0,20,4,2
18,47,29,4,0,3,1023,0,28,4,3
18,39,29,4,0,3,1023,0,28,4,3
18,29,29,4,0,3,1023,0,28,4,3
18,21,29,4,0,3,1023,0,28,4,3
18,18,21,4,0,3,1023,0,20,4,2
18,-15,35,4,0,3,1023,0,34,2,4
18,33,47,4,0,3,1023,0,46,6,5
18,58,47,4,0,3,1023,0,46,6,5
18,46,47,4,0,3,1023,0,46,6,5
18,36,47,4,0,3,1023,0,46,6,5
18,59,54,4,0,3,1023,0,53,5,6
18,47,54,4,0,3,1023,0,53,5,6
18,48,54,4,0,3,1023,0,53,5,6
18,53,54,4,0,3,1023,0,53,5,6
18,50,54,4,0,3,1023,0,53,5,6
18,57,54,4,0,3,1023,0,53,5,6
18,44,54,4,0,3,1023,0,53,5,6
18,49,54,4,0,3,1023,0,53,5,6
18,60,54,4,0,3,1023,0,53,5,6
18,20,22,5,0,4,220,0,21,5,2
18,19,22,5,0,4,220,0,21,5,2
18,-43,29,5,0,4,220,0,28,4,3
18,-16,30,5,0,4,220,0,29,5,3
18,-38,15,5,0,4,220,0,14,6,1
18,52,11,5,0,4,220,0,10,2,1
18,28,11,5,0,4,220,0,10,2,1
18,61,11,5,0,4,220,0,10,2,1
18,32,11,5,0,4,220,0,10,2,1
18,29,11,5,0,4,220,0,10,2,1
18,29,11,5,0,4,220,0,10,2,1
18,-53,47,5,0,4,220,0,46,6,5
18,7,43,5,0,4,220,0,42,2,5
18,-49,19,5,0,4,220,0,18,2,2
18,29,10,5,0,4,220,0,9,1,1
18,40,10,5,0,4,220,0,9,1,1
18,36,10,5,0,4,220,0,9,1,1
18,40,10,5,0,4,220,0,9,1,1
18,26,10,5,0,4,220,0,9,1,1
18,31,10,5,0,4,220,0,9,1,1
18,31,10,5,0,4,220,0,9,1,1
18,27,10,5,0,4,220,0,9,1,1
18,-39,50,5,0,4,220,0,49,1,6
18,-35,57,5,0,4,220,0,56,0,7
18,-44,53,5,0,4,220,0,52,4,6
18,33,22,6,1,5,710,0,21,5,2
18,43,12,6,1,5,710,0,11,3,1
18,29,12,6,1,5,710,0,11,3,1
18,28,12,6,1,5,710,0,11,3,1
18,40,22,6,1,5,710,0,21,5,2
18,27,22,6,1,5,710,0,21,5,2
18,44,12,6,1,5,710,0,11,3,1
18,41,12,6,1,5,710,0,11,3,1
18,42,12,6,1,5,710,0,11,3,1
18,44,12,6,1,5,710,0,11,3,1
18,36,12,6,1,5,710,0,11,3,1
18,43,12,6,1,5,710,0,11,3,1
18,37,12,6,1,5,710,0,11,3,1
18,36,12,6,1,5,710,0,11,3,1
18,-35,47,6,1,5,710,0,46,6,5
18,16,37,6,1,5,710,0,36,4,4
18,25,28,6,1,5,710,0,27,3,3
18,42,28,6,1,5,710,0,27,3,3
18,38,28,6,1,5,710,0,27,3,3
18,17,28,6,1,5,710,0,27,3,3
18,47,22,6,1,5,710,0,21,5,2
18,25,22,6,1,5,710,0,21,5,2
18,29,22,6,1,5,710,0,21,5,2
18,34,12,6,1,5,710,0,11,3,1
18,-51,7,6,1,5,710,0,6,6,0
18,16,38,5,0,6,1045,0,37,5,4
18,6,44,5,0,6,1045,0,43,3,5
18,-58,34,5,0,6,1045,0,33,1,4
18,52,20,5,0,6,1045,0,19,3,2
18,50,20,5,0,6,1045,0,19,3,2
18,49,20,5,0,6,1045,0,19,3,2
18,52,20,5,0,6,1045,0,19,3,2
18,51,20,5,0,6,1045,0,19,3,2
18,50,20,5,0,6,1045,0,19,3,2
18,50,20,5,0,6,1045,0,19,3,2
18,52,20,5,0,6,1045,0,19,3,2
18,50,20,5,0,6,1045,0,19,3,2
18,50,20,5,0,6,1045,0,19,3,2
18,49,20,5,0,6,1045,0,19,3,2
18,-42,13,5,0,6,1045,0,12,4,1
18,73,11,5,0,6,1045,0,10,2,1
18,74,11,5,0,6,1045,0,10,2,1
18,45,11,5,0,6,1045,0,10,2,1
18,53,11,5,0,6,1045,0,10,2,1
18,73,11,5,0,6,1045,0,10,2,1
18,46,11,5,0,6,1045,0,10,2,1
18,47,11,5,0,6,1045,0,10,2,1
18,73,11,5,0,6,1045,0,10,2,1
18,38,11,5,0,6,1045,0,10,2,1
18,46,11,5,0,6,1045,0,10,2,1
18,-7,23,6,1,7,1151,0,22,6,2
18,-2,21,6,1,7,1151,0,20,4,2
18,50,27,6,1,7,1151,0,26,2,3
18,50,27,6,1,7,1151,0,26,2,3
18,51,27,6,1,7,1151,0,26,2,3
18,49,27,6,1,7,1151,0,26,2,3
18,50,27,6,1,7,1151,0,26,2,3
18,51,27,6,1,7,1151,0,26,2,3
18,49,27,6,1,7,1151,0,26,2,3
18,49,27,6,1,7,1151,0,26,2,3
18,51,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,50,27,6,1,7,1151,0,26,2,3
18,48,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,49,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,50,27,6,1,7,1151,0,26,2,3
18,51,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,48,27,6,1,7,1151,0,26,2,3
18,50,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,52,27,6,1,7,1151,0,26,2,3
18,-33,47,4,1,8,1174,0,46,6,5
18,50,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,50,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,48,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,50,36,4,1,8,1174,0,35,3,4
18,52,36,4,1,8,1174,0,35,3,4
18,51,36,4,1,8,1174,0,35,3,4
18,48,36,4,1,8,1174,0,35,3,4
18,50,36,4,1,8,1174,0,35,3,4
18,49,36,4,1,8,1174,0,35,3,4
18,50,36,4,1,8,1174,0,35,3,4
18,51,36,4,1,8,1174,0,35,3,4
18,51,36,4,1,8,1174,0,35,3,4
18,37,22,4,1,8,1174,0,21,5,2
18,53,20,4,1,8,1174,0,19,3,2
18,59,20,4,1,8,1174,0,19,3,2
18,63,20,4,1,8,1174,0,19,3,2
18,52,20,4,1,8,1174,0,19,3,2
18,-32,11,2,1,9,833,0,10,2,1
18,15,30,2,1,9,833,0,29,5,3
18,-6,29,2,1,9,833,0,28,4,3
18,58,38,2,1,9,833,0,37,5,4
18,26,38,2,1,9,833,0,37,5,4
18,41,38,2,1,9,833,0,37,5,4
18,73,38,2,1,9,833,0,37,5,4
18,40,38,2,1,9,833,0,37,5,4
18,30,38,2,1,9,833,0,37,5,4
18,57,38,2,1,9,833,0,37,5,4
18,58,38,2,1,9,833,0,37,5,4
18,36,38,2,1,9,833,0,37,5,4
18,26,38,2,1,9,833,0,37,5,4
18,-52,43,2,1,9,833,0,42,2,5
18,-15,6,2,1,9,833,0,5,5,0
18,24,5,2,1,9,833,0,4,4,0
18,49,4,2,1,9,833,0,3,3,0
18,51,4,2,1,9,833,0,3,3,0
18,51,4,2,1,9,833,0,3,3,0
18,51,4,2,1,9,833,0,3,3,0
18,52,4,2,1,9,833,0,3,3,0
18,50,4,2,1,9,833,0,3,3,0
18,51,4,2,1,9,833,0,3,3,0
18,48,4,2,1,9,833,0,3,3,0
18,51,4,2,1,9,833,0,3,3,0
18,0,47,3,1,10,195,0,46,6,5
18,-23,26,3,1,10,195,0,25,1,3
18,-35,54,3,1,10,195,0,53,5,6
18,-34,52,3,1,10,195,0,51,3,6
18,-34,59,3,1,10,195,0,58,2,7
18,-35,36,3,1,10,195,0,35,3,4
18,-37,30,3,1,10,195,0,29,5,3
18,-23,12,3,1,10,195,0,11,3,1
18,-30,11,3,1,10,195,0,10,2,1
18,-46,32,3,1,10,195,0,31,7,3
18,-15,14,3,1,10,195,0,13,5,1
18,6,43,3,1,10,195,0,42,2,5
18,6,43,3,1,10,195,0,42,2,5
18,-55,38,3,1,10,195,0,37,5,4
18,50,34,3,1,10,195,0,33,1,4
18,50,34,3,1,10,195,0,33,1,4
18,52,34,3,1,10,195,0,33,1,4
18,48,34,3,1,10,195,0,33,1,4
18,49,34,3,1,10,195,0,33,1,4
18,49,34,3,1,10,195,0,33,1,4
18,50,34,3,1,10,195,0,33,1,4
18,51,34,3,1,10,195,0,33,1,4
18,50,34,3,1,10,195,0,33,1,4
18,50,34,3,1,10,195,0,33,1,4
18,51,34,3,1,10,195,0,33,1,4
18,-19,14,3,0,11,1152,0,13,5,1
18,-17,20,3,0,11,1152,0,19,3,2
18,49,34,3,0,11,1152,0,33,1,4
18,59,34,3,0,11,1152,0,33,1,4
18,58,34,3,0,11,1152,0,33,1,4
18,48,34,3,0,11,1152,0,33,1,4
18,45,34,3,0,11,1152,0,33,1,4
18,60,34,3,0,11,1152,0,33,1,4
18,42,34,3,0,11,1152,0,33,1,4
18,56,34,3,0,11,1152,0,33,1,4
18,51,34,3,0,11,1152,0,33,1,4
18,45,34,3,0,11,1152,0,33,1,4
18,41,34,3,0,11,1152,0,33,1,4
18,43,34,3,0,11,1152,0,33,1,4
18,53,34,3,0,11,1152,0,33,1,4
18,56,34,3,0,11,1152,0,33,1,4
18,57,34,3,0,11,1152,0,33,1,4
18,56,34,3,0,11,1152,0,33,1,4
18,59,34,3,0,11,1152,0,33,1,4
18,49,34,3,0,11,1152,0,33,1,4
18,57,34,3,0,11,1152,0,33,1,4
18,51,34,3,0,11,1152,0,33,1,4
18,47,34,3,0,11,1152,0,33,1,4
18,55,34,3,0,11,1152,0,33,1,4
18,51,34,3,0,11,1152,0,33,1,4
18,-23,39,2,0,12,1059,0,38,6,4
18,-41,36,2,0,12,1059,0,35,3,4
18,57,50,2,0,12,1059,0,49,1,6
18,44,50,2,0,12,1059,0,49,1,6
18,59,50,2,0,12,1059,0,49,1,6
18,47,50,2,0,12,1059,0,49,1,6
18,42,50,2,0,12,1059,0,49,1,6
18,55,50,2,0,12,1059,0,49,1,6
18,56,50,2,0,12,1059,0,49,1,6
18,52,50,2,0,12,1059,0,49,1,6
18,55,50,2,0,12,1059,0,49,1,6
18,56,50,2,0,12,1059,0,49,1,6
18,53,50,2,0,12,1059,0,49,1,6
18,40,50,2,0,12,1059,0,49,1,6
18,55,50,2,0,12,1059,0,49,1,6
18,41,50,2,0,12,1059,0,49,1,6
18,45,50,2,0,12,1059,0,49,1,6
18,49,50,2,0,12,1059,0,49,1,6
18,40,50,2,0,12,1059,0,49,1,6
18,47,50,2,0,12,1059,0,49,1,6
18,44,50,2,0,12,1059,0,49,1,6
18,42,50,2,0,12,1059,0,49,1,6
18,44,50,2,0,12,1059,0,49,1,6
18,51,50,2,0,12,1059,0,49,1,6
18,49,50,2,0,12,1059,0,49,1,6
19,-11,1,5,1,1,-229,0,0,0,0
19,-27,1,5,1,1,-229,0,0,0,0
19,-32,1,5,1,1,-229,0,0,0,0
19,0,1,5,1,1,-229,0,0,0,0
19,-17,21,5,1,1,-229,0,20,4,2
19,32,28,5,1,1,-229,0,27,3,3
19,-28,35,5,1,1,-229,0,34,2,4
19,29,44,5,1,1,-229,0,43,3,5
19,-50,62,5,1,1,-229,0,61,5,7
19,-50,62,5,1,1,-229,0,61,5,7
19,-51,62,5,1,1,-229,0,61,5,7
19,-41,35,5,1,1,-229,0,34,2,4
19,-46,35,5,1,1,-229,0,34,2,4
19,-36,35,5,1,1,-229,0,34,2,4
19,-36,20,5,1,1,-229,0,19,3,2
19,-28,11,5,1,1,-229,0,10,2,1
19,16,18,5,1,1,-229,0,17,1,2
19,46,25,5,1,1,-229,0,24,0,3
19,38,47,5,1,1,-229,0,46,6,5
19,-39,23,5,1,1,-229,0,22,6,2
19,4,50,5,1,1,-229,0,49,1,6
19,39,57,5,1,1,-229,0,56,0,7
19,27,8,5,1,1,-229,0,7,7,0
19,33,2,5,1,1,-229,0,1,1,0
19,-1,64,5,1,1,-229,0,63,7,7
19,-19,14,5,1,2,49,0,13,5,1
19,-8,43,5,1,2,49,0,42,2,5
19,36,47,5,1,2,49,0,46,6,5
19,-2,60,5,1,2,49,0,59,3,7
19,-7,19,5,1,2,49,0,18,2,2
19,47,25,5,1,2,49,0,24,0,3
19,-19,1,5,1,2,49,0,0,0,0
19,-50,37,5,1,2,49,0,36,4,4
19,-28,37,5,1,2,49,0,36,4,4
19,23,32,5,1,2,49,0,31,7,3
19,28,57,5,1,2,49,0,56,0,7
19,25,3,5,1,2,49,0,2,2,0
19,1,21,5,1,2,49,0,20,4,2
19,-11,34,5,1,2,49,0,33,1,4
19,232,54,5,1,2,49,1,53,5,6
19,18,8,5,1,2,49,0,7,7,0
19,-43,35,5,1,2,49,0,34,2,4
19,-39,35,5,1,2,49,0,34,2,4
19,-28,35,5,1,2,49,0,34,2,4
19,-33,35,5,1,2,49,0,34,2,4
19,-36,35,5,1,2,49,0,34,2,4
19,-29,35,5,1,2,49,0,34,2,4
19,-16,51,5,1,2,49,0,50,2,6
19,0,64,5,1,2,49,0,63,7,7
19,7,60,5,1,2,49,0,59,3,7
19,-46,23,4,0,3,-488,0,22,6,2
19,12,50,4,0,3,-488,0,49,1,6
19,13,18,4,0,3,-488,0,17,1,2
19,-56,46,4,0,3,-488,0,45,5,5
19,0,64,4,0,3,-488,0,63,7,7
19,-22,60,4,0,3,-488,0,59,3,7
19,-50,46,4,0,3,-488,0,45,5,5
19,-48,46,4,0,3,-488,0,45,5,5
19,-24,6,4,0,3,-488,0,5,5,0
19,-52,23,4,0,3,-488,0,22,6,2
19,-55,23,4,0,3,-488,0,22,6,2
19,-42,36,4,0,3,-488,0,35,3,4
19,-14,40,4,0,3,-488,0,39,7,4
19,14,33,4,0,3,-488,0,32,0,4
19,14,57,4,0,3,-488,0,56,0,7
19,-9,1,4,0,3,-488,0,0,0,0
19,11,12,4,0,3,-488,0,11,3,1
19,-46,63,4,0,3,-488,0,62,6,7
19,15,8,4,0,3,-488,0,7,7,0
19,16,21,4,0,3,-488,0,20,4,2
19,-12,35,4,0,3,-488,0,34,2,4
19,-57,11,4,0,3,-488,0,10,2,1
19,18,25,4,0,3,-488,0,24,0,3
19,-34,55,4,0,3,-488,0,54,6,6
19,-34,48,4,0,3,-488,0,47,7,5
19,-1,10,3,1,4,8,0,9,1,1
19,72,39,3,1,4,8,0,38,6,4
19,5,43,3,1,4,8,0,42,2,5
19,20,63,3,1,4,8,0,62,6,7
19,29,16,3,1,4,8,0,15,7,1
19,25,20,3,1,4,8,0,19,3,2
19,48,49,3,1,4,8,0,48,0,6
19,-1,53,3,1,4,8,0,52,4,6
19,-36,29,3,1,4,8,0,28,4,3
19,29,58,3,1,4,8,0,57,1,7
19,-64,5,3,1,4,8,0,4,4,0
