Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64de20185e8b25df726b1092,6429a8ce0c89d7ec42d57f7f,APPROVED,2023-08-17T13:27:28.779000Z,2023-08-17T13:54:27.291000Z,2023-08-17T17:32:31.990000Z,2023-08-17T13:54:28.003793Z,1619.0,C6VEY6VR,335,65,Male,Black,United States,United States,Nigeria,English,No,Full-Time
64de2113cd652869149668e6,640266a614e4080b6cf0deac,APPROVED,2023-08-17T13:31:09.503000Z,2023-08-17T14:19:14.459000Z,2023-08-17T17:32:32.610000Z,2023-08-17T14:19:15.560473Z,2885.0,C6VEY6VR,472,27,Male,Black,Nigeria,United States,DATA_EXPIRED,English,Yes,Part-Time
64de2267dee0585de2399f5a,63d81f3f9fb108f7012ed455,APPROVED,2023-08-17T13:36:47.557000Z,2023-08-17T13:55:03.289000Z,2023-08-17T17:32:32.757000Z,2023-08-17T13:55:03.814615Z,1096.0,C6VEY6VR,683,48,Male,White,United States,United States,United States,English,No,Full-Time
64de2308b261d23f2e45ac65,6428a9d34890ddbe5dd57fb0,APPROVED,2023-08-17T13:39:25.936000Z,2023-08-17T13:53:59.331000Z,2023-08-17T17:32:32.900000Z,2023-08-17T13:53:59.847900Z,874.0,C6VEY6VR,619,55,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64de24e65e903322e955b824,5f9b7861ba641d39dfde5fa3,APPROVED,2023-08-17T13:47:33.854000Z,2023-08-17T14:08:25.782000Z,2023-08-17T17:32:33.047000Z,2023-08-17T14:08:26.985633Z,1252.0,C6VEY6VR,637,33,Male,Black,United States,United States,United States,English,No,Other
64de25f27e60dacc618e7ff7,5e172ad9c2642a0345b911b7,APPROVED,2023-08-17T13:51:55.796000Z,2023-08-17T14:09:49.618000Z,2023-08-17T17:32:33.183000Z,2023-08-17T14:09:50.093892Z,1074.0,C6VEY6VR,1053,63,Male,White,United States,United States,United States,English,No,Full-Time
64de261c93556fea67b3c5d2,5b26ed8a8ecf3f0001619040,APPROVED,2023-08-17T13:52:31.860000Z,2023-08-17T14:05:18.336000Z,2023-08-17T17:32:33.322000Z,2023-08-17T14:05:18.831319Z,767.0,C6VEY6VR,1512,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de26a812545ae7d7332767,63d40e3588ba6ef2a3ce7c37,APPROVED,2023-08-17T13:54:51.376000Z,2023-08-17T14:06:53.323000Z,2023-08-17T17:32:33.462000Z,2023-08-17T14:06:54.354102Z,722.0,C6VEY6VR,649,42,Male,Mixed,United States,United States,United States,English,No,Full-Time
64de26f7ef7b2c4d6703b307,5bc8897f462bdb0001a61426,APPROVED,2023-08-17T13:56:11.145000Z,2023-08-17T14:13:59.006000Z,2023-08-17T17:32:33.601000Z,2023-08-17T14:13:59.822332Z,1068.0,C6VEY6VR,4490,41,Male,White,United States,United States,United States,English,No,Other
64de271299d688adfc156ab3,630a5d054a84587d32b7d526,APPROVED,2023-08-17T13:56:37.774000Z,2023-08-17T14:06:22.060000Z,2023-08-17T17:32:33.759000Z,2023-08-17T14:06:32.534579Z,585.0,C6VEY6VR,199,30,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64de271958d337a3ea7d9393,61001d9b2e3d8a75a09f3db3,APPROVED,2023-08-17T13:56:47.268000Z,2023-08-17T14:13:47.909000Z,2023-08-17T17:32:33.898000Z,2023-08-17T14:13:50.301532Z,1021.0,C6VEY6VR,2454,63,Male,White,United States,United States,United States,English,No,Full-Time
64de271acae73349069df63a,5de7d12c26dd95000b6824c5,APPROVED,2023-08-17T13:56:49.411000Z,2023-08-17T14:15:28.251000Z,2023-08-17T17:32:34.037000Z,2023-08-17T14:15:28.813852Z,1119.0,C6VEY6VR,1131,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
64de276b935029ab476b1083,63d8766016c0bfcd19d3c732,APPROVED,2023-08-17T13:58:10.659000Z,2023-08-17T14:11:40.112000Z,2023-08-17T17:32:34.173000Z,2023-08-17T14:11:41.508755Z,810.0,C6VEY6VR,971,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de277a56a911d7f753a7bc,622a066173bc257c44fa255b,APPROVED,2023-08-17T13:58:29.638000Z,2023-08-17T14:39:40.561000Z,2023-08-17T17:32:34.323000Z,2023-08-17T14:39:44.749547Z,2471.0,C6VEY6VR,711,74,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de27a81023db2d3e6050f8,6143abecd2f51fa8dfe7f3c3,APPROVED,2023-08-17T13:59:09.228000Z,2023-08-17T14:18:27.663000Z,2023-08-17T17:32:34.483000Z,2023-08-17T14:18:28.199883Z,1159.0,C6VEY6VR,1437,31,Male,White,United States,United States,United States,English,No,Full-Time
64de280087b0c2c390143b78,572535bba34b2a001306827c,APPROVED,2023-08-17T14:00:36.678000Z,2023-08-17T14:18:08.913000Z,2023-08-17T17:32:34.641000Z,2023-08-17T14:18:09.869819Z,1053.0,C6VEY6VR,2497,37,Male,Mixed,United States,United States,United States,English,No,Full-Time
64de28601756735d7ac7e3a3,628d0122bd2de9268f57e207,APPROVED,2023-08-17T14:02:16.322000Z,2023-08-17T14:30:10.976000Z,2023-08-17T17:32:34.794000Z,2023-08-17T14:30:27.905270Z,1675.0,C6VEY6VR,1200,27,Male,Asian,Korea,United States,Korea,English,No,Full-Time
64de286906dc05f2997b2414,56f0393f3f71990005d0e66d,APPROVED,2023-08-17T14:02:17.569000Z,2023-08-17T14:15:36.094000Z,2023-08-17T17:32:34.937000Z,2023-08-17T14:15:36.612010Z,799.0,C6VEY6VR,2526,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de286ecae73349069df682,60e00468ba249d2d30b2d7b2,APPROVED,2023-08-17T14:08:14.457000Z,2023-08-17T14:53:35.959000Z,2023-08-17T17:32:35.084000Z,2023-08-17T14:53:37.059857Z,2722.0,C6VEY6VR,942,41,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de2874ab6019c63cb3c5da,5d63275f9b22da000117b107,APPROVED,2023-08-17T14:02:31.498000Z,2023-08-17T14:39:43.785000Z,2023-08-17T17:32:35.234000Z,2023-08-17T14:39:44.450326Z,2233.0,C6VEY6VR,3454,70,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de28a211e8a7c20210a4e2,56435b83942576000a66eb5d,APPROVED,2023-08-17T14:03:17.789000Z,2023-08-17T14:14:51.140000Z,2023-08-17T17:32:35.379000Z,2023-08-17T14:14:51.879330Z,694.0,C6VEY6VR,5294,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de28fc2ea6710942ae5501,5dc1d16946c7ba134f6626bc,APPROVED,2023-08-17T14:05:40.539000Z,2023-08-17T14:55:11.784000Z,2023-08-17T17:32:35.519000Z,2023-08-17T14:55:12.632003Z,2972.0,C6VEY6VR,2028,34,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de292f7c4be1b5f882a5c5,5dd74005794e106ec44df770,APPROVED,2023-08-17T14:05:38.248000Z,2023-08-17T14:18:52.327000Z,2023-08-17T17:32:35.718000Z,2023-08-17T14:18:53.776859Z,795.0,C6VEY6VR,1817,35,Male,White,United States,United States,United States,English,No,Part-Time
64de3283c697d557ff1b34cf,5ac440da9534ba0001c736da,APPROVED,2023-08-17T14:45:30.281000Z,2023-08-17T15:00:00.007000Z,2023-08-17T17:32:35.870000Z,2023-08-17T15:00:00.594389Z,870.0,C6VEY6VR,5419,42,Male,White,United States,United States,United States,English,No,Full-Time
64de3991df73ef9d82eddaba,628f9ef985fa6d3dc816672c,APPROVED,2023-08-17T15:18:14.182000Z,2023-08-17T15:37:24.734000Z,2023-08-17T17:32:36.020000Z,2023-08-17T15:37:25.713294Z,1151.0,C6VEY6VR,2016,31,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de1d582d98eec55010a4d7,5ec20598203e9e2e8a2855e0,APPROVED,2023-08-17T13:15:08.740000Z,2023-08-17T13:29:05.022000Z,2023-08-17T17:32:26.955000Z,2023-08-17T13:29:05.569580Z,837.0,C6VEY6VR,1280,28,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64de20f40febedbb0ac74f2f,62c30d738badf86bc0875490,APPROVED,2023-08-17T13:33:36.510000Z,2023-08-17T13:51:57.862000Z,2023-08-17T17:32:27.139000Z,2023-08-17T13:51:58.515109Z,1102.0,C6VEY6VR,1573,40,Female,Other,United States,United States,United States,English,No,Full-Time
64de23adbeb258b381a7bd74,64c321a6f229b218741bcbcc,APPROVED,2023-08-17T13:42:11.460000Z,2023-08-17T14:00:28.463000Z,2023-08-17T17:32:27.293000Z,2023-08-17T14:00:29.813532Z,1098.0,C6VEY6VR,28,30,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
