playerNr,groupNr,subjectNr,period,check,prolificID,orderEnvs1,orderEnvs2,orderEnvs3,counter1,counter2,counter3,orderRounds,thisRound,treatment,gemPresent,socialInfo,points,refreshTaskCount,clickedCells,totalPoints,thisEnv,consent,rnd_decI,counterEnv1ng,qR1,qR2,qR3,newvar,strategy,general,age,gender,time_check,time_welcome,time_consent,time_i1,time_i2,time_i3,time_i4,time_i5,time_i6,time_i7,time_i8,time_i9,time_i10,time_iend,time_quiz,time_play.(old),time_play,time_break,time_Questionnaire,time_end,time_376482
32,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","-16,58,48,62,55,21,46,50,55,57,54,45,36,51,54,15,56,47,58,46,52,56,57,41,45",NA,"23,7,7,7,7,9,7,7,22,22,7,22,7,22,22,19,22,22,22,22,22,22,22,22,22",1149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","22,29,16,11,-23,29,41,37,21,-5,-50,49,51,48,49,48,49,48,49,50,48,51,51,48,48",NA,"47,42,20,45,44,46,12,12,7,15,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2",815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"1599,921,1177,1625,868,1434,1899,2195,1912,1650,343,468",1599,0,0,"22,35,45,19,15,50,51,43,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-34,-50,44,-45,20,26,-36,39,-26,37,9,29,11,5,46,-20,-6,42,-38,-8,-5,-30,7,12,7",0,"27,23,13,44,20,5,9,2,25,58,62,47,8,24,45,26,1,3,6,7,31,40,48,64,61",36,3,0,1,0,3,2,2,2,NA,NA,NA,NA,10,6,12,17,11,16,9,9,7,21,19,40,13,16,27,NA,NA,NA,NA,NA,NA
33,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,0,"61,27,31,38,39,47,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","20,17,-15,-46,27,39,55,51,34,-57,-5,-50,-14,-41,-48,60,34,36,-8,34,7,34,-38,21,7",NA,"8,57,33,17,40,24,6,3,59,28,22,55,53,30,19,14,16,7,15,23,31,32,25,11,43",154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,1,"63,63,22,22,44,35,58,54,54,54,54,54,37,38,38,38,38,38,38,48,20,19,27,27,27","-22,-22,36,49,-49,-56,39,-23,15,25,50,9,57,-26,-46,20,36,-49,-1,22,-35,-8,-35,36,16",NA,"20,20,63,57,56,50,49,9,17,33,36,52,15,11,6,30,54,28,18,4,60,44,42,39,24",38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-51,-20,-45,-32,25,-45,-23,-20,6,52,-23,-6,-47,13,30,0,64,36,32,14,10,21,-14,-54,50",NA,"8,1,57,64,29,51,15,10,19,28,37,46,55,16,23,30,44,50,58,33,17,35,62,52,36",-27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,1,"31,27,38,14,9,41,41,41,41,62,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9","-22,57,2,-34,52,-15,-40,52,-42,11,257,-20,29,-13,-32,-8,-49,-34,-20,-57,32,9,20,-60,-27",NA,"1,10,19,28,37,46,55,64,8,15,22,29,44,51,58,57,50,43,36,45,24,39,33,17,26",48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","258,-20,-40,-3,44,37,-7,-4,-20,50,49,20,-40,1,0,-7,-40,-20,-5,48,20,3,38,49,-28",NA,"5,61,60,35,39,23,7,20,37,46,64,3,1,34,51,44,36,8,57,53,19,22,29,26,13",383,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,NA,0,"8,57,64,1,37,36,28,29,43,44,35,52,45,45,45,48,31,31,36,36,36,36,36,36,36","21,16,21,14,38,2,21,-11,40,-23,7,-8,-17,-3,-60,-46,-44,-6,51,23,-2,-51,34,52,8",NA,"1,64,57,8,29,49,28,41,27,9,33,26,17,25,16,30,24,31,32,63,38,62,29,37,44",77,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
33,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","4,21,-73,-39,8,22,74,59,-37,50,-40,24,44,-18,-3,-18,-46,-29,1,13,46,49,24,-36,21",NA,"28,29,58,37,3,9,26,22,62,22,21,46,51,35,12,27,25,34,23,39,22,22,19,53,36",121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,NA,1,"45,54,46,47,48,55,39,38,30,37,53,61,52,60,60,60,60,60,60,60,60,60,60,60,60","36,-34,7,-22,-1,11,40,40,-8,49,-18,21,-20,-28,264,36,40,-23,270,-48,-25,265,-61,-23,31",NA,"25,14,45,54,46,28,50,52,24,20,35,8,64,1,57,5,4,21,60,30,19,60,34,32,48",799,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","2,20,-47,1,-11,-52,20,50,-25,262,-29,26,49,-22,42,-29,46,-55,-37,51,-35,49,36,-27,-2",NA,"21,16,50,36,38,53,11,1,8,64,57,34,35,4,52,32,17,37,12,10,9,35,60,15,22",283,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","26,15,37,32,-49,-25,-62,-28,-8,5,70,9,-40,49,18,-58,39,56,-16,-11,20,-54,3,-51,-7",NA,"17,29,1,8,42,38,6,18,53,44,23,11,13,5,63,28,57,32,15,48,34,4,36,60,47",-30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","23,10,-28,49,28,60,35,47,35,51,21,-33,-44,-1,32,236,-16,53,-59,-48,-27,-38,20,11,59",NA,"20,46,6,54,46,28,42,28,10,16,60,25,11,35,53,23,58,12,48,1,26,49,30,44,28",476,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"468,1650,1599,905,795,1434,800,1244,2195,1912,376,408",468,0,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","21,50,258,-19,-7,59,22,56,20,3,44,-55,37,21,19,40,33,24,-6,13,-1,6,8,-23,-7",0,"21,28,38,45,36,28,21,28,21,31,19,18,19,20,13,12,13,31,43,30,30,22,22,15,14",616,9,0,1,0,3,2,2,2,NA,NA,NA,NA,10,7,10,21,15,8,7,11,5,15,9,24,11,68,22,NA,NA,NA,NA,NA,NA
34,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-59,-42,-9,-4,-21,-42,51,-48,-51,-60,-23,-33,19,8,6,0,-7,49,-44,6,-19,58,46,-35,51",NA,"28,19,29,38,28,19,35,44,44,46,26,12,14,22,22,22,23,39,53,51,43,33,17,9,10",-203,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,NA,0,"22,35,45,19,15,50,51,43,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-23,-56,-10,51,-47,-30,48,-30,-19,-36,21,48,32,-37,-36,-39,-17,-51,-52,48,14,15,6,9,18",NA,"38,28,21,19,28,44,43,34,26,27,36,37,29,30,14,12,11,18,53,45,46,47,48,48,47",-173,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,1,"37,37,34,34,34,34,34,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","29,29,0,22,9,9,52,29,-8,38,20,27,9,-11,7,-42,21,9,23,41,21,44,46,-5,8",NA,"29,22,38,27,19,19,36,45,46,39,31,13,12,12,20,14,23,40,47,44,35,43,34,18,26",427,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,NA,1,"27,27,27,27,27,27,27,27,27,27,22,30,46,46,22,45,45,45,45,45,45,45,45,45,45","35,6,0,51,5,-20,27,-14,-13,21,-36,-60,3,-42,30,2,-29,0,6,-5,-51,-51,-49,-13,-21",NA,"20,29,29,35,18,27,21,22,38,36,28,28,29,37,51,53,53,54,44,43,42,19,19,12,14",-218,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","-35,35,-34,-49,-52,22,29,-4,62,-47,15,-28,14,49,-59,-20,-5,36,-37,-60,-18,23,-32,32,-36",NA,"21,27,36,37,37,28,34,35,11,13,20,18,45,54,31,15,22,23,38,47,52,43,50,33,10",-199,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-48,-35,33,-41,-35,-50,5,41,-48,14,71,-29,-28,-20,50,-23,-11,-60,-72,22,29,-30,-24,-6,-1",NA,"21,27,45,35,37,39,31,14,5,11,12,13,28,36,42,51,53,54,55,47,46,30,29,1,57",-296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
34,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","-37,15,-6,254,74,-2,-7,8,-55,-22,28,34,-48,21,41,240,63,5,-35,-36,10,35,14,42,53",NA,"21,27,44,46,31,14,12,26,35,37,47,54,60,53,38,23,15,18,42,42,51,63,39,40,32",689,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","39,-29,37,-17,-30,-58,1,51,12,-55,41,-1,-19,6,-21,-32,36,21,-39,56,-34,-75,-34,-35,-35",NA,"20,35,44,38,37,21,28,26,42,34,18,11,10,11,10,21,31,46,53,51,58,61,61,55,55",-214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,NA,1,"45,54,46,47,48,55,39,38,30,37,53,61,52,60,60,60,60,60,60,60,60,60,60,60,60","-51,48,-50,-41,-4,-36,-51,-50,-49,-51,-51,-49,-13,8,29,-49,-39,-29,35,-36,39,-44,-5,-28,57",NA,"30,20,27,34,44,34,27,30,30,27,27,27,37,54,47,22,13,19,25,41,50,61,39,31,15",-510,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,1,"30,30,30,30,30,30,28,19,19,19,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36","-23,-25,16,-28,8,36,24,-21,237,-13,3,66,41,-20,57,7,-8,-19,-34,50,-36,42,264,26,21",NA,"29,27,44,46,39,23,13,29,11,18,19,12,14,6,4,3,34,51,53,37,28,21,22,31,15",671,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,0,"24,45,8,15,22,29,1,10,57,33,25,13,6,48,55,6,6,6,6,6,6,6,6,6,6","36,-50,29,20,-40,50,6,-17,-36,6,6,19,-66,-67,49,-52,33,51,12,12,-37,32,15,20,-44",NA,"29,20,27,28,30,37,36,53,46,45,45,43,35,35,21,14,11,18,50,61,52,44,39,23,16",-13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"1244,343,254,1650,335,376,800,838,408,1434,468,1625",1244,0,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","-28,-20,-59,44,-21,13,51,-50,48,17,-4,22,-37,35,-40,-28,-34,-20,-44,-3,249,-56,49,46,-14",0,"1,37,64,17,18,24,40,56,57,33,7,4,60,62,8,58,19,20,21,22,23,35,36,38,45",116,8,0,8,0,3,2,2,2,NA,NA,NA,NA,36,28,49,107,54,23,41,36,26,41,21,47,39,194,56,NA,NA,NA,NA,NA,NA
35,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","-55,-54,34,-50,26,7,-46,-17,28,34,27,21,34,-60,42,53,26,54,60,18,28,-7,30,-49,-37",NA,"4,12,20,28,36,44,52,60,8,1,57,64,40,33,32,25,17,24,41,48,2,7,21,19,37",147,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,0,"31,29,44,44,44,44,47,47,6,19,19,19,19,44,44,44,44,44,44,44,44,44,44,44,44","12,51,43,51,5,13,-50,28,36,70,-8,21,13,-34,-18,-21,11,-51,-8,34,29,-6,-48,22,44",NA,"64,55,37,19,1,8,57,2,56,3,7,63,62,16,40,38,20,18,21,49,50,51,53,36,35",239,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","39,-28,-22,264,-33,24,-7,50,-44,13,50,30,259,34,9,-5,35,13,-15,64,-42,30,22,-35,6",NA,"1,8,57,64,28,2,3,35,37,34,5,6,40,33,63,58,60,61,7,39,12,14,16,9,17",711,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","-17,33,22,-55,264,-17,-15,-11,-49,35,44,-33,38,-11,35,52,-7,-35,-51,-21,-12,-58,7,22,-69",NA,"1,8,28,34,57,64,51,37,29,5,4,61,3,58,25,40,48,7,27,32,56,36,49,33,41",91,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,1,"30,30,30,30,30,30,28,19,19,19,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36","34,-51,-28,50,-62,-46,48,73,-35,20,-15,2,4,33,-33,22,5,-43,-8,-18,0,-18,39,-49,-36",NA,"16,40,56,64,8,1,4,12,28,44,60,27,25,32,48,63,62,58,34,51,2,6,21,36,57",-112,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","52,-42,36,-8,30,5,36,-75,41,-36,-52,-38,37,38,44,-40,-19,-43,50,-43,3,16,-6,-13,-49",NA,"2,37,7,63,58,9,16,18,23,25,17,64,32,24,12,60,36,48,49,41,57,8,1,53,28",-76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA
35,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,NA,0,"30,30,30,30,30,30,30,44,44,44,44,44,44,44,55,18,18,18,18,18,18,18,18,18,18","-21,-11,35,-16,21,-8,-15,9,22,-48,50,49,65,40,50,0,55,20,5,-40,-52,-8,3,-51,-6",NA,"1,64,31,8,4,60,12,5,57,41,45,46,47,48,54,50,17,9,19,37,34,32,19,24,13",148,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,0,"24,45,8,15,22,29,1,10,57,33,25,13,6,48,55,6,6,6,6,6,6,6,6,6,6","-36,34,-18,-48,42,22,30,-16,70,-4,35,27,-34,26,-10,25,6,59,-7,25,-44,-46,-52,36,-27",NA,"58,63,64,16,8,1,4,5,12,60,28,44,52,32,25,43,45,7,47,36,49,30,20,55,56",95,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","15,-32,-14,38,36,-45,-26,-2,51,9,-5,-35,49,-23,13,5,-21,28,50,19,-50,269,14,45,49",NA,"33,17,61,34,30,24,1,57,64,51,35,36,56,8,4,20,52,54,53,9,16,5,6,3,11",437,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","-32,-49,-30,0,-14,-20,-37,-34,-26,6,-72,-54,-26,-51,37,-10,-43,51,17,-74,-38,-16,44,20,2",NA,"59,64,55,4,45,8,1,25,36,61,57,5,32,3,10,2,18,16,24,40,48,41,28,21,14",-449,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-42,60,-9,-23,-6,265,-39,50,50,-27,230,37,-39,-13,-19,17,34,-58,8,-34,33,8,-8,40,41",NA,"57,29,37,56,30,21,5,28,2,7,11,39,48,53,49,20,26,25,32,63,59,22,24,23,13",556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"408,795,468,1625,1650,332,868,2195,1599,921,335,1244",408,0,0,"24,45,8,15,22,29,1,10,57,33,25,13,6,48,55,6,6,6,6,6,6,6,6,6,6","-38,50,44,-42,30,39,43,-37,34,-28,28,29,-7,-43,-45,22,-48,35,28,-51,-8,33,32,14,-20",0,"51,21,27,54,11,8,37,40,29,5,11,11,26,35,49,1,24,22,28,20,3,15,38,64,60",94,5,0,12,0,3,2,2,2,NA,NA,NA,NA,19,13,26,37,31,13,22,25,10,30,18,47,15,38,27,NA,NA,NA,NA,NA,NA
36,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,NA,1,"27,27,27,27,27,27,27,27,27,27,22,30,46,46,22,45,45,45,45,45,45,45,45,45,45","43,7,59,7,-52,23,42,-41,-34,-36,21,50,36,20,28,48,-46,-57,-14,-22,2,0,8,-2,-25",NA,"11,61,32,61,42,11,11,37,26,28,21,5,1,59,16,35,52,39,15,14,63,63,63,48,18",65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","-49,256,34,-50,-26,23,1,-4,17,5,266,22,-41,-9,20,-15,-37,-45,51,-4,51,9,37,31,-43",NA,"64,23,52,18,36,51,14,14,14,4,38,54,40,2,20,58,49,25,29,45,16,61,9,42,32",500,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-16,-26,30,-45,260,36,-35,51,-16,-27,18,49,30,21,-49,45,-40,52,36,-13,19,-35,33,37,15",NA,"61,17,31,55,21,50,42,2,15,48,45,36,12,27,8,59,57,34,39,6,20,9,26,43,22",430,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","56,22,-8,-12,-48,22,44,6,8,-42,28,1,-6,-3,21,-14,-6,-43,-10,1,32,-36,51,-25,38",NA,"52,30,13,28,44,34,2,63,63,32,54,42,42,42,11,47,15,37,29,21,21,18,35,57,33",77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,1,"28,14,10,10,10,10,10,10,53,30,43,26,26,12,63,63,63,63,63,63,63,63,63,63,63","34,-48,-37,49,-44,52,34,28,11,56,-33,-50,15,12,20,-1,17,-45,-45,7,26,43,51,-12,16",NA,"48,41,21,53,47,32,48,19,6,11,36,63,51,51,43,51,51,16,16,30,30,46,64,2,34",156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
