"player","points","cells","env_number","gempresent","round","tot_points","gem"
1,14,27,1,1,8,278,0
1,16,38,1,1,8,278,0
1,26,54,1,1,8,278,0
1,-22,60,1,1,8,278,0
1,-37,55,1,1,8,278,0
1,-32,47,1,1,8,278,0
1,10,51,1,1,8,278,0
1,60,45,1,1,8,278,0
1,5,40,1,1,8,278,0
1,31,32,1,1,8,278,0
1,51,32,1,1,8,278,0
1,-34,31,6,0,9,-146,0
1,10,23,6,0,9,-146,0
1,-43,35,6,0,9,-146,0
1,54,16,6,0,9,-146,0
1,43,34,6,0,9,-146,0
1,36,22,6,0,9,-146,0
1,-35,35,6,0,9,-146,0
1,6,30,6,0,9,-146,0
1,6,36,6,0,9,-146,0
1,-41,47,6,0,9,-146,0
1,12,37,6,0,9,-146,0
1,-54,55,6,0,9,-146,0
1,19,37,6,0,9,-146,0
1,1,40,6,0,9,-146,0
1,28,28,6,0,9,-146,0
1,-2,40,6,0,9,-146,0
1,38,28,6,0,9,-146,0
1,-36,19,6,0,9,-146,0
1,-45,19,6,0,9,-146,0
1,-52,19,6,0,9,-146,0
1,-20,52,6,0,9,-146,0
1,26,60,6,0,9,-146,0
1,12,53,6,0,9,-146,0
1,-37,54,6,0,9,-146,0
1,-38,54,6,0,9,-146,0
1,-38,33,5,0,10,-14,0
1,-2,30,5,0,10,-14,0
1,58,36,5,0,10,-14,0
1,-43,23,5,0,10,-14,0
1,45,36,5,0,10,-14,0
1,46,14,5,0,10,-14,0
1,28,14,5,0,10,-14,0
1,-48,19,5,0,10,-14,0
1,20,22,5,0,10,-14,0
1,27,27,5,0,10,-14,0
1,37,21,5,0,10,-14,0
1,37,28,5,0,10,-14,0
1,21,22,5,0,10,-14,0
1,37,28,5,0,10,-14,0
1,36,28,5,0,10,-14,0
1,-21,39,5,0,10,-14,0
1,15,43,5,0,10,-14,0
1,-45,45,5,0,10,-14,0
1,-36,51,5,0,10,-14,0
1,-57,47,5,0,10,-14,0
1,-36,51,5,0,10,-14,0
1,-12,46,5,0,10,-14,0
1,-62,45,5,0,10,-14,0
1,5,38,5,0,10,-14,0
1,-26,45,5,0,10,-14,0
1,-27,36,6,1,11,3569,0
1,-7,36,6,1,11,3569,0
1,-8,36,6,1,11,3569,0
1,20,26,6,1,11,3569,0
1,52,28,6,1,11,3569,0
1,-19,29,6,1,11,3569,0
1,-8,29,6,1,11,3569,0
1,-3,21,6,1,11,3569,0
1,9,21,6,1,11,3569,0
1,258,20,6,1,11,3569,1
1,2,19,6,1,11,3569,0
1,254,20,6,1,11,3569,1
