"player","points","cells","env_number","gempresent","round","tot_points","gem","trial","unique_rounds","round_id","cell","x","y","round_gem_found","performance_group_f","performance_group"
51,36,40,2,1,1,190,0,17,601,601,39,7,4,NA,NA,NA
51,11,16,2,1,1,190,0,18,601,601,15,7,1,NA,NA,NA
51,32,20,2,1,1,190,0,19,601,601,19,3,2,NA,NA,NA
51,-30,45,2,1,1,190,0,20,601,601,44,4,5,NA,NA,NA
51,14,35,2,1,1,190,0,21,601,601,34,2,4,NA,NA,NA
51,1,64,2,1,1,190,0,22,601,601,63,7,7,NA,NA,NA
51,10,5,2,1,1,190,0,23,601,601,4,4,0,NA,NA,NA
51,47,9,2,1,1,190,0,24,601,601,8,0,1,NA,NA,NA
51,51,34,2,1,1,190,0,25,601,601,33,1,4,NA,NA,NA
51,13,25,4,0,2,152,0,1,602,602,24,0,3,NA,NA,NA
51,-3,44,4,0,2,152,0,2,602,602,43,3,5,NA,NA,NA
51,50,14,4,0,2,152,0,3,602,602,13,5,1,NA,NA,NA
51,-32,9,4,0,2,152,0,4,602,602,8,0,1,NA,NA,NA
51,23,56,4,0,2,152,0,5,602,602,55,7,6,NA,NA,NA
51,56,49,4,0,2,152,0,6,602,602,48,0,6,NA,NA,NA
51,13,40,4,0,2,152,0,7,602,602,39,7,4,NA,NA,NA
51,-36,28,4,0,2,152,0,8,602,602,27,3,3,NA,NA,NA
51,29,8,4,0,2,152,0,9,602,602,7,7,0,NA,NA,NA
51,-13,60,4,0,2,152,0,10,602,602,59,3,7,NA,NA,NA
51,-54,46,4,0,2,152,0,11,602,602,45,5,5,NA,NA,NA
51,50,3,4,0,2,152,0,12,602,602,2,2,0,NA,NA,NA
51,-11,31,4,0,2,152,0,13,602,602,30,6,3,NA,NA,NA
51,2,35,4,0,2,152,0,14,602,602,34,2,4,NA,NA,NA
51,32,34,4,0,2,152,0,15,602,602,33,1,4,NA,NA,NA
51,10,18,4,0,2,152,0,16,602,602,17,1,2,NA,NA,NA
51,-11,19,4,0,2,152,0,17,602,602,18,2,2,NA,NA,NA
51,12,20,4,0,2,152,0,18,602,602,19,3,2,NA,NA,NA
51,33,21,4,0,2,152,0,19,602,602,20,4,2,NA,NA,NA
51,-25,22,4,0,2,152,0,20,602,602,21,5,2,NA,NA,NA
51,-55,23,4,0,2,152,0,21,602,602,22,6,2,NA,NA,NA
51,36,24,4,0,2,152,0,22,602,602,23,7,2,NA,NA,NA
51,50,32,4,0,2,152,0,23,602,602,31,7,3,NA,NA,NA
51,-34,48,4,0,2,152,0,24,602,602,47,7,5,NA,NA,NA
51,17,47,4,0,2,152,0,25,602,602,46,6,5,NA,NA,NA
51,20,56,2,0,3,647,0,1,603,603,55,7,6,NA,NA,NA
51,31,35,2,0,3,647,0,2,603,603,34,2,4,NA,NA,NA
51,-21,22,2,0,3,647,0,3,603,603,21,5,2,NA,NA,NA
51,45,16,2,0,3,647,0,4,603,603,15,7,1,NA,NA,NA
51,-2,11,2,0,3,647,0,5,603,603,10,2,1,NA,NA,NA
51,50,53,2,0,3,647,0,6,603,603,52,4,6,NA,NA,NA
51,56,50,2,0,3,647,0,7,603,603,49,1,6,NA,NA,NA
51,34,25,2,0,3,647,0,8,603,603,24,0,3,NA,NA,NA
51,56,6,2,0,3,647,0,9,603,603,5,5,0,NA,NA,NA
51,19,38,2,0,3,647,0,10,603,603,37,5,4,NA,NA,NA
51,54,19,2,0,3,647,0,11,603,603,18,2,2,NA,NA,NA
51,-49,60,2,0,3,647,0,12,603,603,59,3,7,NA,NA,NA
51,-25,60,2,0,3,647,0,13,603,603,59,3,7,NA,NA,NA
51,-52,40,2,0,3,647,0,14,603,603,39,7,4,NA,NA,NA
51,40,19,2,0,3,647,0,15,603,603,18,2,2,NA,NA,NA
51,41,19,2,0,3,647,0,16,603,603,18,2,2,NA,NA,NA
51,-21,9,2,0,3,647,0,17,603,603,8,0,1,NA,NA,NA
51,34,17,2,0,3,647,0,18,603,603,16,0,2,NA,NA,NA
51,47,6,2,0,3,647,0,19,603,603,5,5,0,NA,NA,NA
51,44,6,2,0,3,647,0,20,603,603,5,5,0,NA,NA,NA
51,53,6,2,0,3,647,0,21,603,603,5,5,0,NA,NA,NA
51,42,6,2,0,3,647,0,22,603,603,5,5,0,NA,NA,NA
51,42,6,2,0,3,647,0,23,603,603,5,5,0,NA,NA,NA
51,46,6,2,0,3,647,0,24,603,603,5,5,0,NA,NA,NA
51,63,6,2,0,3,647,0,25,603,603,5,5,0,NA,NA,NA
51,-55,54,6,1,4,239,0,1,604,604,53,5,6,NA,NA,NA
51,6,19,6,1,4,239,0,2,604,604,18,2,2,NA,NA,NA
51,21,22,6,1,4,239,0,3,604,604,21,5,2,NA,NA,NA
51,-31,36,6,1,4,239,0,4,604,604,35,3,4,NA,NA,NA
51,28,25,6,1,4,239,0,5,604,604,24,0,3,NA,NA,NA
51,39,42,6,1,4,239,0,6,604,604,41,1,5,NA,NA,NA
51,-10,52,6,1,4,239,0,7,604,604,51,3,6,NA,NA,NA
51,-59,50,6,1,4,239,0,8,604,604,49,1,6,NA,NA,NA
51,-42,24,6,1,4,239,0,9,604,604,23,7,2,NA,NA,NA
51,43,42,6,1,4,239,0,10,604,604,41,1,5,NA,NA,NA
51,35,42,6,1,4,239,0,11,604,604,41,1,5,NA,NA,NA
51,29,12,6,1,4,239,0,12,604,604,11,3,1,NA,NA,NA
51,41,42,6,1,4,239,0,13,604,604,41,1,5,NA,NA,NA
51,-23,9,6,1,4,239,0,14,604,604,8,0,1,NA,NA,NA
51,-18,6,6,1,4,239,0,15,604,604,5,5,0,NA,NA,NA
51,-24,60,6,1,4,239,0,16,604,604,59,3,7,NA,NA,NA
51,16,39,6,1,4,239,0,17,604,604,38,6,4,NA,NA,NA
51,31,30,6,1,4,239,0,18,604,604,29,5,3,NA,NA,NA
51,-11,29,6,1,4,239,0,19,604,604,28,4,3,NA,NA,NA
51,27,42,6,1,4,239,0,20,604,604,41,1,5,NA,NA,NA
51,42,42,6,1,4,239,0,21,604,604,41,1,5,NA,NA,NA
51,43,42,6,1,4,239,0,22,604,604,41,1,5,NA,NA,NA
51,32,42,6,1,4,239,0,23,604,604,41,1,5,NA,NA,NA
51,37,42,6,1,4,239,0,24,604,604,41,1,5,NA,NA,NA
51,42,42,6,1,4,239,0,25,604,604,41,1,5,NA,NA,NA
51,29,45,3,0,5,63,0,1,605,605,44,4,5,NA,NA,NA
51,8,19,3,0,5,63,0,2,605,605,18,2,2,NA,NA,NA
51,-46,51,3,0,5,63,0,3,605,605,50,2,6,NA,NA,NA
51,-21,24,3,0,5,63,0,4,605,605,23,7,2,NA,NA,NA
51,-36,29,3,0,5,63,0,5,605,605,28,4,3,NA,NA,NA
51,-7,30,3,0,5,63,0,6,605,605,29,5,3,NA,NA,NA
51,48,38,3,0,5,63,0,7,605,605,37,5,4,NA,NA,NA
51,52,36,3,0,5,63,0,8,605,605,35,3,4,NA,NA,NA
51,-20,37,3,0,5,63,0,9,605,605,36,4,4,NA,NA,NA
51,27,46,3,0,5,63,0,10,605,605,45,5,5,NA,NA,NA
51,-48,39,3,0,5,63,0,11,605,605,38,6,4,NA,NA,NA
51,8,47,3,0,5,63,0,12,605,605,46,6,5,NA,NA,NA
51,51,54,3,0,5,63,0,13,605,605,53,5,6,NA,NA,NA
51,-52,53,3,0,5,63,0,14,605,605,52,4,6,NA,NA,NA
51,23,62,3,0,5,63,0,15,605,605,61,5,7,NA,NA,NA
51,35,55,3,0,5,63,0,16,605,605,54,6,6,NA,NA,NA
51,26,63,3,0,5,63,0,17,605,605,62,6,7,NA,NA,NA
51,1,64,3,0,5,63,0,18,605,605,63,7,7,NA,NA,NA
51,-49,56,3,0,5,63,0,19,605,605,55,7,6,NA,NA,NA
51,36,48,3,0,5,63,0,20,605,605,47,7,5,NA,NA,NA
51,3,40,3,0,5,63,0,21,605,605,39,7,4,NA,NA,NA
51,-42,32,3,0,5,63,0,22,605,605,31,7,3,NA,NA,NA
51,-13,31,3,0,5,63,0,23,605,605,30,6,3,NA,NA,NA
51,29,44,3,0,5,63,0,24,605,605,43,3,5,NA,NA,NA
51,21,35,3,0,5,63,0,25,605,605,34,2,4,NA,NA,NA
51,-7,52,5,0,6,287,0,1,606,606,51,3,6,NA,NA,NA
51,35,31,5,0,6,287,0,2,606,606,30,6,3,NA,NA,NA
51,28,27,5,0,6,287,0,3,606,606,26,2,3,NA,NA,NA
51,34,21,5,0,6,287,0,4,606,606,20,4,2,NA,NA,NA
51,-57,13,5,0,6,287,0,5,606,606,12,4,1,NA,NA,NA
51,22,22,5,0,6,287,0,6,606,606,21,5,2,NA,NA,NA
51,-60,23,5,0,6,287,0,7,606,606,22,6,2,NA,NA,NA
51,7,32,5,0,6,287,0,8,606,606,31,7,3,NA,NA,NA
51,17,38,5,0,6,287,0,9,606,606,37,5,4,NA,NA,NA
51,-46,29,5,0,6,287,0,10,606,606,28,4,3,NA,NA,NA
51,43,36,5,0,6,287,0,11,606,606,35,3,4,NA,NA,NA
51,29,35,5,0,6,287,0,12,606,606,34,2,4,NA,NA,NA
51,25,42,5,0,6,287,0,13,606,606,41,1,5,NA,NA,NA
51,-30,34,5,0,6,287,0,14,606,606,33,1,4,NA,NA,NA
51,5,41,5,0,6,287,0,15,606,606,40,0,5,NA,NA,NA
51,-1,33,5,0,6,287,0,16,606,606,32,0,4,NA,NA,NA
51,-9,25,5,0,6,287,0,17,606,606,24,0,3,NA,NA,NA
51,32,26,5,0,6,287,0,18,606,606,25,1,3,NA,NA,NA
51,46,18,5,0,6,287,0,19,606,606,17,1,2,NA,NA,NA
51,51,17,5,0,6,287,0,20,606,606,16,0,2,NA,NA,NA
51,-52,19,5,0,6,287,0,21,606,606,18,2,2,NA,NA,NA
51,50,20,5,0,6,287,0,22,606,606,19,3,2,NA,NA,NA
51,36,28,5,0,6,287,0,23,606,606,27,3,3,NA,NA,NA
51,55,12,5,0,6,287,0,24,606,606,11,3,1,NA,NA,NA
51,34,11,5,0,6,287,0,25,606,606,10,2,1,NA,NA,NA
51,1,56,5,0,7,-12,0,1,607,607,55,7,6,NA,NA,NA
51,34,43,5,0,7,-12,0,2,607,607,42,2,5,NA,NA,NA
51,20,22,5,0,7,-12,0,3,607,607,21,5,2,NA,NA,NA
51,28,3,5,0,7,-12,0,4,607,607,2,2,0,NA,NA,NA
51,34,26,5,0,7,-12,0,5,607,607,25,1,3,NA,NA,NA
51,7,32,5,0,7,-12,0,6,607,607,31,7,3,NA,NA,NA
51,6,46,5,0,7,-12,0,7,607,607,45,5,5,NA,NA,NA
51,-51,61,5,0,7,-12,0,8,607,607,60,4,7,NA,NA,NA
51,-13,59,5,0,7,-12,0,9,607,607,58,2,7,NA,NA,NA
51,-22,50,5,0,7,-12,0,10,607,607,49,1,6,NA,NA,NA
51,9,41,5,0,7,-12,0,11,607,607,40,0,5,NA,NA,NA
51,-52,34,5,0,7,-12,0,12,607,607,33,1,4,NA,NA,NA
51,5,35,5,0,7,-12,0,13,607,607,34,2,4,NA,NA,NA
51,23,37,5,0,7,-12,0,14,607,607,36,4,4,NA,NA,NA
51,-33,39,5,0,7,-12,0,15,607,607,38,6,4,NA,NA,NA
51,26,31,5,0,7,-12,0,16,607,607,30,6,3,NA,NA,NA
51,1,24,5,0,7,-12,0,17,607,607,23,7,2,NA,NA,NA
51,-30,16,5,0,7,-12,0,18,607,607,15,7,1,NA,NA,NA
51,-21,8,5,0,7,-12,0,19,607,607,7,7,0,NA,NA,NA
51,49,7,5,0,7,-12,0,20,607,607,6,6,0,NA,NA,NA
51,-37,15,5,0,7,-12,0,21,607,607,14,6,1,NA,NA,NA
51,-41,23,5,0,7,-12,0,22,607,607,22,6,2,NA,NA,NA
51,47,14,5,0,7,-12,0,23,607,607,13,5,1,NA,NA,NA
51,-44,13,5,0,7,-12,0,24,607,607,12,4,1,NA,NA,NA
51,42,12,5,0,7,-12,0,25,607,607,11,3,1,NA,NA,NA
51,-50,35,1,1,8,-25,0,1,608,608,34,2,4,NA,NA,NA
51,6,26,1,1,8,-25,0,2,608,608,25,1,3,NA,NA,NA
51,38,27,1,1,8,-25,0,3,608,608,26,2,3,NA,NA,NA
51,1,28,1,1,8,-25,0,4,608,608,27,3,3,NA,NA,NA
51,-16,29,1,1,8,-25,0,5,608,608,28,4,3,NA,NA,NA
51,3,18,1,1,8,-25,0,6,608,608,17,1,2,NA,NA,NA
51,41,17,1,1,8,-25,0,7,608,608,16,0,2,NA,NA,NA
51,2,49,1,1,8,-25,0,8,608,608,48,0,6,NA,NA,NA
51,3,51,1,1,8,-25,0,9,608,608,50,2,6,NA,NA,NA
51,-74,52,1,1,8,-25,0,10,608,608,51,3,6,NA,NA,NA
51,24,54,1,1,8,-25,0,11,608,608,53,5,6,NA,NA,NA
51,-6,59,1,1,8,-25,0,12,608,608,58,2,7,NA,NA,NA
51,-9,59,1,1,8,-25,0,13,608,608,58,2,7,NA,NA,NA
51,-6,47,1,1,8,-25,0,14,608,608,46,6,5,NA,NA,NA
51,-44,56,1,1,8,-25,0,15,608,608,55,7,6,NA,NA,NA
51,-21,48,1,1,8,-25,0,16,608,608,47,7,5,NA,NA,NA
51,43,40,1,1,8,-25,0,17,608,608,39,7,4,NA,NA,NA
51,-20,39,1,1,8,-25,0,18,608,608,38,6,4,NA,NA,NA
51,31,21,1,1,8,-25,0,19,608,608,20,4,2,NA,NA,NA
51,-8,22,1,1,8,-25,0,20,608,608,21,5,2,NA,NA,NA
51,42,13,1,1,8,-25,0,21,608,608,12,4,1,NA,NA,NA
51,-12,20,1,1,8,-25,0,22,608,608,19,3,2,NA,NA,NA
51,14,12,1,1,8,-25,0,23,608,608,11,3,1,NA,NA,NA
51,20,14,1,1,8,-25,0,24,608,608,13,5,1,NA,NA,NA
51,-27,5,1,1,8,-25,0,25,608,608,4,4,0,NA,NA,NA
51,51,54,4,0,9,850,0,1,609,609,53,5,6,NA,NA,NA
51,6,31,4,0,9,850,0,2,609,609,30,6,3,NA,NA,NA
51,-26,19,4,0,9,850,0,3,609,609,18,2,2,NA,NA,NA
51,22,21,4,0,9,850,0,4,609,609,20,4,2,NA,NA,NA
51,50,14,4,0,9,850,0,5,609,609,13,5,1,NA,NA,NA
51,-58,43,4,0,9,850,0,6,609,609,42,2,5,NA,NA,NA
51,8,52,4,0,9,850,0,7,609,609,51,3,6,NA,NA,NA
51,44,53,4,0,9,850,0,8,609,609,52,4,6,NA,NA,NA
51,-42,55,4,0,9,850,0,9,609,609,54,6,6,NA,NA,NA
51,42,54,4,0,9,850,0,10,609,609,53,5,6,NA,NA,NA
51,56,54,4,0,9,850,0,11,609,609,53,5,6,NA,NA,NA
51,51,54,4,0,9,850,0,12,609,609,53,5,6,NA,NA,NA
51,57,54,4,0,9,850,0,13,609,609,53,5,6,NA,NA,NA
51,47,54,4,0,9,850,0,14,609,609,53,5,6,NA,NA,NA
51,47,54,4,0,9,850,0,15,609,609,53,5,6,NA,NA,NA
51,43,54,4,0,9,850,0,16,609,609,53,5,6,NA,NA,NA
51,42,54,4,0,9,850,0,17,609,609,53,5,6,NA,NA,NA
51,53,54,4,0,9,850,0,18,609,609,53,5,6,NA,NA,NA
51,52,54,4,0,9,850,0,19,609,609,53,5,6,NA,NA,NA
51,50,54,4,0,9,850,0,20,609,609,53,5,6,NA,NA,NA
51,51,54,4,0,9,850,0,21,609,609,53,5,6,NA,NA,NA
51,50,54,4,0,9,850,0,22,609,609,53,5,6,NA,NA,NA
51,48,54,4,0,9,850,0,23,609,609,53,5,6,NA,NA,NA
51,52,54,4,0,9,850,0,24,609,609,53,5,6,NA,NA,NA
51,54,54,4,0,9,850,0,25,609,609,53,5,6,NA,NA,NA
51,-11,15,1,1,10,1015,0,1,610,610,14,6,1,NA,NA,NA
51,-55,35,1,1,10,1015,0,2,610,610,34,2,4,NA,NA,NA
51,-22,46,1,1,10,1015,0,3,610,610,45,5,5,NA,NA,NA
51,51,53,1,1,10,1015,0,4,610,610,52,4,6,NA,NA,NA
51,52,53,1,1,10,1015,0,5,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,6,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,7,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,8,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,9,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,10,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,11,610,610,52,4,6,NA,NA,NA
51,49,53,1,1,10,1015,0,12,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,13,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,14,610,610,52,4,6,NA,NA,NA
51,49,53,1,1,10,1015,0,15,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,16,610,610,52,4,6,NA,NA,NA
51,48,53,1,1,10,1015,0,17,610,610,52,4,6,NA,NA,NA
51,52,53,1,1,10,1015,0,18,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,19,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,20,610,610,52,4,6,NA,NA,NA
51,49,53,1,1,10,1015,0,21,610,610,52,4,6,NA,NA,NA
51,51,53,1,1,10,1015,0,22,610,610,52,4,6,NA,NA,NA
51,48,53,1,1,10,1015,0,23,610,610,52,4,6,NA,NA,NA
51,48,53,1,1,10,1015,0,24,610,610,52,4,6,NA,NA,NA
51,50,53,1,1,10,1015,0,25,610,610,52,4,6,NA,NA,NA
51,38,38,6,1,11,4061,0,1,611,611,37,5,4,11,"high",3
51,10,19,6,1,11,4061,0,2,611,611,18,2,2,11,"high",3
51,43,43,6,1,11,4061,0,3,611,611,42,2,5,11,"high",3
51,23,26,6,1,11,4061,0,4,611,611,25,1,3,11,"high",3
51,21,34,6,1,11,4061,0,5,611,611,33,1,4,11,"high",3
51,48,35,6,1,11,4061,0,6,611,611,34,2,4,11,"high",3
51,48,27,6,1,11,4061,0,7,611,611,26,2,3,11,"high",3
51,58,28,6,1,11,4061,0,8,611,611,27,3,3,11,"high",3
51,-7,36,6,1,11,4061,0,9,611,611,35,3,4,11,"high",3
51,-18,29,6,1,11,4061,0,10,611,611,28,4,3,11,"high",3
51,248,20,6,1,11,4061,1,11,611,611,19,3,2,11,"high",3
51,249,20,6,1,11,4061,1,12,611,611,19,3,2,11,"high",3
51,264,20,6,1,11,4061,1,13,611,611,19,3,2,11,"high",3
51,244,20,6,1,11,4061,1,14,611,611,19,3,2,11,"high",3
51,250,20,6,1,11,4061,1,15,611,611,19,3,2,11,"high",3
51,243,20,6,1,11,4061,1,16,611,611,19,3,2,11,"high",3
51,244,20,6,1,11,4061,1,17,611,611,19,3,2,11,"high",3
51,271,20,6,1,11,4061,1,18,611,611,19,3,2,11,"high",3
51,265,20,6,1,11,4061,1,19,611,611,19,3,2,11,"high",3
51,257,20,6,1,11,4061,1,20,611,611,19,3,2,11,"high",3
51,254,20,6,1,11,4061,1,21,611,611,19,3,2,11,"high",3
51,246,20,6,1,11,4061,1,22,611,611,19,3,2,11,"high",3
51,254,20,6,1,11,4061,1,23,611,611,19,3,2,11,"high",3
51,258,20,6,1,11,4061,1,24,611,611,19,3,2,11,"high",3
51,250,20,6,1,11,4061,1,25,611,611,19,3,2,11,"high",3
51,50,31,3,1,12,288,0,1,612,612,30,6,3,NA,NA,NA
51,34,39,3,1,12,288,0,2,612,612,38,6,4,NA,NA,NA
51,-52,32,3,1,12,288,0,3,612,612,31,7,3,NA,NA,NA
51,40,23,3,1,12,288,0,4,612,612,22,6,2,NA,NA,NA
51,-31,30,3,1,12,288,0,5,612,612,29,5,3,NA,NA,NA
51,62,22,3,1,12,288,0,6,612,612,21,5,2,NA,NA,NA
51,4,15,3,1,12,288,0,7,612,612,14,6,1,NA,NA,NA
51,-10,21,3,1,12,288,0,8,612,612,20,4,2,NA,NA,NA
51,-8,14,3,1,12,288,0,9,612,612,13,5,1,NA,NA,NA
51,64,24,3,1,12,288,0,10,612,612,23,7,2,NA,NA,NA
51,22,16,3,1,12,288,0,11,612,612,15,7,1,NA,NA,NA
51,-30,8,3,1,12,288,0,12,612,612,7,7,0,NA,NA,NA
51,24,7,3,1,12,288,0,13,612,612,6,6,0,NA,NA,NA
51,-9,6,3,1,12,288,0,14,612,612,5,5,0,NA,NA,NA
51,46,40,3,1,12,288,0,15,612,612,39,7,4,NA,NA,NA
51,-14,48,3,1,12,288,0,16,612,612,47,7,5,NA,NA,NA
51,20,47,3,1,12,288,0,17,612,612,46,6,5,NA,NA,NA
51,0,46,3,1,12,288,0,18,612,612,45,5,5,NA,NA,NA
51,-27,38,3,1,12,288,0,19,612,612,37,5,4,NA,NA,NA
51,42,55,3,1,12,288,0,20,612,612,54,6,6,NA,NA,NA
51,19,63,3,1,12,288,0,21,612,612,62,6,7,NA,NA,NA
51,36,56,3,1,12,288,0,22,612,612,55,7,6,NA,NA,NA
51,-1,64,3,1,12,288,0,23,612,612,63,7,7,NA,NA,NA
51,1,64,3,1,12,288,0,24,612,612,63,7,7,NA,NA,NA
51,6,62,3,1,12,288,0,25,612,612,61,5,7,NA,NA,NA
52,-50,39,4,0,1,639,0,1,613,613,38,6,4,NA,NA,NA
52,-51,39,4,0,1,639,0,2,613,613,38,6,4,NA,NA,NA
52,23,20,4,0,1,639,0,3,613,613,19,3,2,NA,NA,NA
52,3,20,4,0,1,639,0,4,613,613,19,3,2,NA,NA,NA
52,0,20,4,0,1,639,0,5,613,613,19,3,2,NA,NA,NA
52,46,20,4,0,1,639,0,6,613,613,19,3,2,NA,NA,NA
52,43,34,4,0,1,639,0,7,613,613,33,1,4,NA,NA,NA
52,36,34,4,0,1,639,0,8,613,613,33,1,4,NA,NA,NA
52,34,34,4,0,1,639,0,9,613,613,33,1,4,NA,NA,NA
52,41,34,4,0,1,639,0,10,613,613,33,1,4,NA,NA,NA
52,42,34,4,0,1,639,0,11,613,613,33,1,4,NA,NA,NA
52,34,34,4,0,1,639,0,12,613,613,33,1,4,NA,NA,NA
52,34,34,4,0,1,639,0,13,613,613,33,1,4,NA,NA,NA
52,44,34,4,0,1,639,0,14,613,613,33,1,4,NA,NA,NA
52,32,34,4,0,1,639,0,15,613,613,33,1,4,NA,NA,NA
52,41,34,4,0,1,639,0,16,613,613,33,1,4,NA,NA,NA
52,40,34,4,0,1,639,0,17,613,613,33,1,4,NA,NA,NA
52,45,34,4,0,1,639,0,18,613,613,33,1,4,NA,NA,NA
52,38,34,4,0,1,639,0,19,613,613,33,1,4,NA,NA,NA
52,39,34,4,0,1,639,0,20,613,613,33,1,4,NA,NA,NA
52,37,34,4,0,1,639,0,21,613,613,33,1,4,NA,NA,NA
52,33,34,4,0,1,639,0,22,613,613,33,1,4,NA,NA,NA
52,42,34,4,0,1,639,0,23,613,613,33,1,4,NA,NA,NA
52,11,15,4,0,1,639,0,24,613,613,14,6,1,NA,NA,NA
52,2,15,4,0,1,639,0,25,613,613,14,6,1,NA,NA,NA
52,6,50,2,1,2,325,0,1,614,614,49,1,6,NA,NA,NA
52,1,64,2,1,2,325,0,2,614,614,63,7,7,NA,NA,NA
52,8,62,2,1,2,325,0,3,614,614,61,5,7,NA,NA,NA
52,-11,22,2,1,2,325,0,4,614,614,21,5,2,NA,NA,NA
52,-51,36,2,1,2,325,0,5,614,614,35,3,4,NA,NA,NA
52,-45,44,2,1,2,325,0,6,614,614,43,3,5,NA,NA,NA
52,55,53,2,1,2,325,0,7,614,614,52,4,6,NA,NA,NA
52,43,54,2,1,2,325,0,8,614,614,53,5,6,NA,NA,NA
52,-48,55,2,1,2,325,0,9,614,614,54,6,6,NA,NA,NA
52,-45,31,2,1,2,325,0,10,614,614,30,6,3,NA,NA,NA
52,-47,18,2,1,2,325,0,11,614,614,17,1,2,NA,NA,NA
52,21,10,2,1,2,325,0,12,614,614,9,1,1,NA,NA,NA
52,-39,11,2,1,2,325,0,13,614,614,10,2,1,NA,NA,NA
52,30,53,2,1,2,325,0,14,614,614,52,4,6,NA,NA,NA
52,44,54,2,1,2,325,0,15,614,614,53,5,6,NA,NA,NA
52,43,53,2,1,2,325,0,16,614,614,52,4,6,NA,NA,NA
52,35,54,2,1,2,325,0,17,614,614,53,5,6,NA,NA,NA
52,30,53,2,1,2,325,0,18,614,614,52,4,6,NA,NA,NA
52,43,54,2,1,2,325,0,19,614,614,53,5,6,NA,NA,NA
52,51,53,2,1,2,325,0,20,614,614,52,4,6,NA,NA,NA
52,44,54,2,1,2,325,0,21,614,614,53,5,6,NA,NA,NA
52,27,54,2,1,2,325,0,22,614,614,53,5,6,NA,NA,NA
52,44,53,2,1,2,325,0,23,614,614,52,4,6,NA,NA,NA
52,36,54,2,1,2,325,0,24,614,614,53,5,6,NA,NA,NA
52,50,53,2,1,2,325,0,25,614,614,52,4,6,NA,NA,NA
52,-1,64,1,1,3,4139,0,1,615,615,63,7,7,6,"high",3
52,-48,57,1,1,3,4139,0,2,615,615,56,0,7,6,"high",3
52,-9,8,1,1,3,4139,0,3,615,615,7,7,0,6,"high",3
52,47,1,1,1,3,4139,0,4,615,615,0,0,0,6,"high",3
52,42,36,1,1,3,4139,0,5,615,615,35,3,4,6,"high",3
52,257,23,1,1,3,4139,1,6,615,615,22,6,2,6,"high",3
52,12,51,1,1,3,4139,0,7,615,615,50,2,6,6,"high",3
52,9,61,1,1,3,4139,0,8,615,615,60,4,7,6,"high",3
52,-43,19,1,1,3,4139,0,9,615,615,18,2,2,6,"high",3
52,21,30,1,1,3,4139,0,10,615,615,29,5,3,6,"high",3
52,255,23,1,1,3,4139,1,11,615,615,22,6,2,6,"high",3
52,256,23,1,1,3,4139,1,12,615,615,22,6,2,6,"high",3
52,255,23,1,1,3,4139,1,13,615,615,22,6,2,6,"high",3
52,257,23,1,1,3,4139,1,14,615,615,22,6,2,6,"high",3
52,256,23,1,1,3,4139,1,15,615,615,22,6,2,6,"high",3
52,258,23,1,1,3,4139,1,16,615,615,22,6,2,6,"high",3
52,258,23,1,1,3,4139,1,17,615,615,22,6,2,6,"high",3
52,258,23,1,1,3,4139,1,18,615,615,22,6,2,6,"high",3
52,259,23,1,1,3,4139,1,19,615,615,22,6,2,6,"high",3
52,257,23,1,1,3,4139,1,20,615,615,22,6,2,6,"high",3
52,256,23,1,1,3,4139,1,21,615,615,22,6,2,6,"high",3
52,255,23,1,1,3,4139,1,22,615,615,22,6,2,6,"high",3
52,258,23,1,1,3,4139,1,23,615,615,22,6,2,6,"high",3
52,257,23,1,1,3,4139,1,24,615,615,22,6,2,6,"high",3
52,257,23,1,1,3,4139,1,25,615,615,22,6,2,6,"high",3
52,-1,64,3,0,4,353,0,1,616,616,63,7,7,NA,NA,NA
52,-47,32,3,0,4,353,0,2,616,616,31,7,3,NA,NA,NA
52,-46,39,3,0,4,353,0,3,616,616,38,6,4,NA,NA,NA
52,40,38,3,0,4,353,0,4,616,616,37,5,4,NA,NA,NA
52,-7,30,3,0,4,353,0,5,616,616,29,5,3,NA,NA,NA
52,42,38,3,0,4,353,0,6,616,616,37,5,4,NA,NA,NA
52,36,38,3,0,4,353,0,7,616,616,37,5,4,NA,NA,NA
52,55,38,3,0,4,353,0,8,616,616,37,5,4,NA,NA,NA
52,45,38,3,0,4,353,0,9,616,616,37,5,4,NA,NA,NA
52,41,38,3,0,4,353,0,10,616,616,37,5,4,NA,NA,NA
52,9,19,3,0,4,353,0,11,616,616,18,2,2,NA,NA,NA
52,-55,27,3,0,4,353,0,12,616,616,26,2,3,NA,NA,NA
52,48,36,3,0,4,353,0,13,616,616,35,3,4,NA,NA,NA
52,-35,43,3,0,4,353,0,14,616,616,42,2,5,NA,NA,NA
